A_re,0.184479619361,0.217725375378,0.246041261259,0.270855606804,0.292950142827,0.312803123851,0.330729380773,0.346947271966,0.361614347709,0.374847919077,0.386737667242,0.397353757165,0.406752268616,0.414978952466,0.422071901289,0.428063493130,0.432981834994,0.436851853557,0.439696131690,0.441535558290,0.442389838611,0.442277898681,0.441218208127,0.439229039321,0.436328676162,0.432535582584,0.427868538481,0.422346748992,0.415989931803,0.408818386101,0.400853046112,0.392115521550,0.382628126857,0.372413900803,0.361496617681,0.349900791183,0.337651671824,0.324775238648,0.311298185868,0.297247904971,0.282652462757,0.267540575723,0.251941581154,0.235885405240,0.219402528501,0.202523948785,0.185281142070,0.167706021290,0.149830893376,0.131688414713,0.113311545174,0.094733500899,0.075987705984,0.057107743213,0.038127303994,0.019080137621
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.184479619361,-0.217725375378,-0.246041261259,-0.270855606804,-0.292950142827,-0.312803123851,-0.330729380773,-0.346947271966,-0.361614347709,-0.374847919077,-0.386737667242,-0.397353757165,-0.406752268616,-0.414978952466,-0.422071901289,-0.428063493130,-0.432981834994,-0.436851853557,-0.439696131690,-0.441535558290,-0.442389838611,-0.442277898681,-0.441218208127,-0.439229039321,-0.436328676162,-0.432535582584,-0.427868538481,-0.422346748992,-0.415989931803,-0.408818386101,-0.400853046112,-0.392115521550,-0.382628126857,-0.372413900803,-0.361496617681,-0.349900791183,-0.337651671824,-0.324775238648,-0.311298185868,-0.297247904971,-0.282652462757,-0.267540575723,-0.251941581154,-0.235885405240,-0.219402528501,-0.202523948785,-0.185281142070,-0.167706021290,-0.149830893376,-0.131688414713,-0.113311545174,-0.094733500899,-0.075987705984,-0.057107743213,-0.038127303994,-0.019080137621
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.999154211904
