A_re,0.217985453697,0.257009440533,0.290041689320,0.318751684786,0.344047149679,0.366479351859,0.386408438411,0.404082421109,0.419679222874,0.433330909981,0.445138535382,0.455181681173,0.463524838621,0.470221814056,0.475318854595,0.478856916282,0.480873341245,0.481403117297,0.480479835891,0.478136427714,0.474405731308,0.469320934169,0.462915914889,0.455225507350,0.446285702661,0.436133800704,0.424808520379,0.412350075610,0.398800222629,0.384202282960,0.368601145606,0.352043251330,0.334576561368,0.316250512548,0.297115960459,0.277225112070,0.256631449016,0.235389642614,0.213555461516,0.191185672872,0.168337937714,0.145070701285,0.121443078919,0.097514738084,0.073345777119,0.048996601217,0.024527796114
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.217985453697,-0.257009440533,-0.290041689320,-0.318751684786,-0.344047149679,-0.366479351859,-0.386408438411,-0.404082421109,-0.419679222874,-0.433330909981,-0.445138535382,-0.455181681173,-0.463524838621,-0.470221814056,-0.475318854595,-0.478856916282,-0.480873341245,-0.481403117297,-0.480479835891,-0.478136427714,-0.474405731308,-0.469320934169,-0.462915914889,-0.455225507350,-0.446285702661,-0.436133800704,-0.424808520379,-0.412350075610,-0.398800222629,-0.384202282960,-0.368601145606,-0.352043251330,-0.334576561368,-0.316250512548,-0.297115960459,-0.277225112070,-0.256631449016,-0.235389642614,-0.213555461516,-0.191185672872,-0.168337937714,-0.145070701285,-0.121443078919,-0.097514738084,-0.073345777119,-0.048996601217,-0.024527796114
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.998818221566
