A_re,0.201704321639,0.237935583416,0.268700660130,0.295552843250,0.319339463000,0.340576984297,0.359604063189,0.376654690319,0.391897140597,0.405456428699,0.417428069606,0.427886929242,0.436893145683,0.444496221766,0.450737932167,0.455654436668,0.459277846791,0.461637406683,0.462760395766,0.462672826730,0.461399990287,0.458966883283,0.455398546685,0.450720332928,0.444958117157,0.438138463359,0.430288753773,0.421437288084,0.411613357477,0.400847297579,0.389170523479,0.376615549424,0.363215995287,0.349006581544,0.334023114188,0.318302460796,0.301882518753,0.284802176530,0.267101268741,0.248820525671,0.230001517830,0.210686596071,0.190918827728,0.170741929207,0.150200195419,0.129338426411,0.108201851545,0.086836051522,0.065286878576,0.043600375102,0.021822691000
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.201704321639,-0.237935583416,-0.268700660130,-0.295552843250,-0.319339463000,-0.340576984297,-0.359604063189,-0.376654690319,-0.391897140597,-0.405456428699,-0.417428069606,-0.427886929242,-0.436893145683,-0.444496221766,-0.450737932167,-0.455654436668,-0.459277846791,-0.461637406683,-0.462760395766,-0.462672826730,-0.461399990287,-0.458966883283,-0.455398546685,-0.450720332928,-0.444958117157,-0.438138463359,-0.430288753773,-0.421437288084,-0.411613357477,-0.400847297579,-0.389170523479,-0.376615549424,-0.363215995287,-0.349006581544,-0.334023114188,-0.318302460796,-0.301882518753,-0.284802176530,-0.267101268741,-0.248820525671,-0.230001517830,-0.210686596071,-0.190918827728,-0.170741929207,-0.150200195419,-0.129338426411,-0.108201851545,-0.086836051522,-0.065286878576,-0.043600375102,-0.021822691000
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.998988534374
