A_re,0.928362968305,1.024475992460,1.054196432160,1.024542974274,0.941587752017,0.812045987093,0.643739704544,0.445616142792,0.227546236170
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.928362968305,-1.024475992460,-1.054196432160,-1.024542974274,-0.941587752017,-0.812045987093,-0.643739704544,-0.445616142792,-0.227546236170
M,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.977550905359
