A_re,0.406588858352,0.475110470287,0.529761268180,0.573401921887,0.607528294409,0.633026443759,0.650479260151,0.660312138720,0.662869866898,0.658460295472,0.647380411711,0.629932368196,0.606433408100,0.577221873844,0.542660578118,0.503138320670,0.459070051697,0.410896015478,0.359080105882,0.304107601425,0.246482406590,0.186723899302,0.125363466582,0.062940798230
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.406588858352,-0.475110470287,-0.529761268180,-0.573401921887,-0.607528294409,-0.633026443759,-0.650479260151,-0.660312138720,-0.662869866898,-0.658460295472,-0.647380411711,-0.629932368196,-0.606433408100,-0.577221873844,-0.542660578118,-0.503138320670,-0.459070051697,-0.410896015478,-0.359080105882,-0.304107601425,-0.246482406590,-0.186723899302,-0.125363466582,-0.062940798230
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.995862140326
