A_re,0.178385932561,0.210568379005,0.238006155196,0.262082904657,0.283556743990,0.302892071305,0.320395014865,0.336278190572,0.350695201986,0.363760540118,0.375561784142,0.386167453287,0.395632263457,0.404000763604,0.411309921715,0.417591007602,0.422870991749,0.427173602923,0.430520139993,0.432930103292,0.434421691197,0.435012194442,0.434718311738,0.433556404003,0.431542700145,0.428693464119,0.425025130738,0.420554415985,0.415298406307,0.409274630441,0.402501116586,0.394996437159,0.386779742980,0.377870788349,0.368289948253,0.358058228701,0.347197271035,0.335729350920,0.323677372615,0.311064859037,0.297915938058,0.284255325411,0.270108304546,0.255500703725,0.240458870618,0.225009644634,0.209180327194,0.192998650150,0.176492742504,0.159691095617,0.142622527031,0.125316143069,0.107801300329,0.090107566207,0.072264678570,0.054302504684,0.036250999518,0.018140163524
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.178385932561,-0.210568379005,-0.238006155196,-0.262082904657,-0.283556743990,-0.302892071305,-0.320395014865,-0.336278190572,-0.350695201986,-0.363760540118,-0.375561784142,-0.386167453287,-0.395632263457,-0.404000763604,-0.411309921715,-0.417591007602,-0.422870991749,-0.427173602923,-0.430520139993,-0.432930103292,-0.434421691197,-0.435012194442,-0.434718311738,-0.433556404003,-0.431542700145,-0.428693464119,-0.425025130738,-0.420554415985,-0.415298406307,-0.409274630441,-0.402501116586,-0.394996437159,-0.386779742980,-0.377870788349,-0.368289948253,-0.358058228701,-0.347197271035,-0.335729350920,-0.323677372615,-0.311064859037,-0.297915938058,-0.284255325411,-0.270108304546,-0.255500703725,-0.240458870618,-0.225009644634,-0.209180327194,-0.192998650150,-0.176492742504,-0.159691095617,-0.142622527031,-0.125316143069,-0.107801300329,-0.090107566207,-0.072264678570,-0.054302504684,-0.036250999518,-0.018140163524
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.999209259148
