A_re,0.614043032804,0.705731842510,0.769283228184,0.808638180713,0.825952470661,0.822735176685,0.800302907865,0.759986424169,0.703229214509,0.631631811517,0.546965575588,0.451167640876,0.346323390557,0.234640290059,0.118415623794
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.614043032804,-0.705731842510,-0.769283228184,-0.808638180713,-0.825952470661,-0.822735176685,-0.800302907865,-0.759986424169,-0.703229214509,-0.631631811517,-0.546965575588,-0.451167640876,-0.346323390557,-0.234640290059,-0.118415623794
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.990450851993
