A_re,0.074711401094,0.088362989874,0.100138692537,0.110630789143,0.120168326434,0.128956198824,0.137132000335,0.144793246717,0.152011902321,0.158842774128,0.165328667815,0.171503712489,0.177395591096,0.183027086737,0.188417184947,0.193581878384,0.198534766526,0.203287510737,0.207850185148,0.212231551057,0.216439274264,0.220480099193,0.224359989840,0.228084244948,0.231657592933,0.235084270742,0.238368089846,0.241512491827,0.244520595502,0.247395237091,0.250139004661,0.252754267784,0.255243203216,0.257607817210,0.259849965002,0.261971367880,0.263973628194,0.265858242606,0.267626613813,0.269280060965,0.270819828934,0.272247096595,0.273562984238,0.274768560218,0.275864846934,0.276852826220,0.277733444213,0.278507615754,0.279176228381,0.279740145948,0.280200211920,0.280557252368,0.280812078704,0.280965490175,0.281018276136,0.280971218138,0.280825091829,0.280580668705,0.280238717701,0.279800006667,0.279265303703,0.278635378397,0.277911002952,0.277092953225,0.276182009679,0.275178958248,0.274084591140,0.272899707563,0.271625114392,0.270261626778,0.268810068700,0.267271273470,0.265646084190,0.263935354160,0.262139947256,0.260260738256,0.258298613144,0.256254469367,0.254129216071,0.251923774302,0.249639077178,0.247276070037,0.244835710561,0.242318968872,0.239726827610,0.237060281986,0.234320339820,0.231508021554,0.228624360251,0.225670401576,0.222647203759,0.219555837541,0.216397386116,0.213172945039,0.209883622141,0.206530537416,0.203114822904,0.199637622560,0.196100092110,0.192503398895,0.188848721711,0.185137250634,0.181370186833,0.177548742380,0.173674140049,0.169747613102,0.165770405074,0.161743769547,0.157668969914,0.153547279139,0.149379979512,0.145168362389,0.140913727938,0.136617384867,0.132280650154,0.127904848768,0.123491313386,0.119041384102,0.114556408139,0.110037739542,0.105486738883,0.100904772949,0.096293214433,0.091653441618,0.086986838057,0.082294792254,0.077578697333,0.072839950712,0.068079953772,0.063300111520,0.058501832251,0.053686527210,0.048855610248,0.044010497476,0.039152606923,0.034283358182,0.029404172063,0.024516470240,0.019621674898,0.014721208376,0.009816492815,0.004908949800
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.074711401094,-0.088362989874,-0.100138692537,-0.110630789143,-0.120168326434,-0.128956198824,-0.137132000335,-0.144793246717,-0.152011902321,-0.158842774128,-0.165328667815,-0.171503712489,-0.177395591096,-0.183027086737,-0.188417184947,-0.193581878384,-0.198534766526,-0.203287510737,-0.207850185148,-0.212231551057,-0.216439274264,-0.220480099193,-0.224359989840,-0.228084244948,-0.231657592933,-0.235084270742,-0.238368089846,-0.241512491827,-0.244520595502,-0.247395237091,-0.250139004661,-0.252754267784,-0.255243203216,-0.257607817210,-0.259849965002,-0.261971367880,-0.263973628194,-0.265858242606,-0.267626613813,-0.269280060965,-0.270819828934,-0.272247096595,-0.273562984238,-0.274768560218,-0.275864846934,-0.276852826220,-0.277733444213,-0.278507615754,-0.279176228381,-0.279740145948,-0.280200211920,-0.280557252368,-0.280812078704,-0.280965490175,-0.281018276136,-0.280971218138,-0.280825091829,-0.280580668705,-0.280238717701,-0.279800006667,-0.279265303703,-0.278635378397,-0.277911002952,-0.277092953225,-0.276182009679,-0.275178958248,-0.274084591140,-0.272899707563,-0.271625114392,-0.270261626778,-0.268810068700,-0.267271273470,-0.265646084190,-0.263935354160,-0.262139947256,-0.260260738256,-0.258298613144,-0.256254469367,-0.254129216071,-0.251923774302,-0.249639077178,-0.247276070037,-0.244835710561,-0.242318968872,-0.239726827610,-0.237060281986,-0.234320339820,-0.231508021554,-0.228624360251,-0.225670401576,-0.222647203759,-0.219555837541,-0.216397386116,-0.213172945039,-0.209883622141,-0.206530537416,-0.203114822904,-0.199637622560,-0.196100092110,-0.192503398895,-0.188848721711,-0.185137250634,-0.181370186833,-0.177548742380,-0.173674140049,-0.169747613102,-0.165770405074,-0.161743769547,-0.157668969914,-0.153547279139,-0.149379979512,-0.145168362389,-0.140913727938,-0.136617384867,-0.132280650154,-0.127904848768,-0.123491313386,-0.119041384102,-0.114556408139,-0.110037739542,-0.105486738883,-0.100904772949,-0.096293214433,-0.091653441618,-0.086986838057,-0.082294792254,-0.077578697333,-0.072839950712,-0.068079953772,-0.063300111520,-0.058501832251,-0.053686527210,-0.048855610248,-0.044010497476,-0.039152606923,-0.034283358182,-0.029404172063,-0.024516470240,-0.019621674898,-0.014721208376,-0.009816492815,-0.004908949800
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.999861492620
