A_re,0.321876098317,0.377896005518,0.424049575203,0.462698611862,0.495097894570,0.521993104114,0.543864207261,0.561041456619,0.573766968376,0.582230076157,0.586588862730,0.586983875933,0.583547164772,0.576408375068,0.565698918802,0.551554833994,0.534118724215,0.513541031217,0.489980810705,0.463606128432,0.434594159473,0.403131050819,0.369411591999,0.333638727895,0.296022940527,0.256781521346,0.216137751863,0.174320007711,0.131560799274,0.088095760526,0.044162596630
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.321876098317,-0.377896005518,-0.424049575203,-0.462698611862,-0.495097894570,-0.521993104114,-0.543864207261,-0.561041456619,-0.573766968376,-0.582230076157,-0.586588862730,-0.586983875933,-0.583547164772,-0.576408375068,-0.565698918802,-0.551554833994,-0.534118724215,-0.513541031217,-0.489980810705,-0.463606128432,-0.434594159473,-0.403131050819,-0.369411591999,-0.333638727895,-0.296022940527,-0.256781521346,-0.216137751863,-0.174320007711,-0.131560799274,-0.088095760526,-0.044162596630
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.997415484383
