A_re,0.303784610822,0.356961854338,0.401020963781,0.438209595616,0.469726749775,0.496287163656,0.518351139369,0.536234133578,0.550164970083,0.560319296043,0.566839993744,0.569850222134,0.569462051676,0.565782336710,0.558916784124,0.548972801453,0.536061492038,0.520299036461,0.501807620384,0.480716018741,0.457159913638,0.431282001657,0.403231931544,0.373166103174,0.341247351560,0.307644534683,0.272532040274,0.236089224071,0.198499790154,0.159951122516,0.120633575959,0.080739733619,0.040463637754
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.303784610822,-0.356961854338,-0.401020963781,-0.438209595616,-0.469726749775,-0.496287163656,-0.518351139369,-0.536234133578,-0.550164970083,-0.560319296043,-0.566839993744,-0.569850222134,-0.569462051676,-0.565782336710,-0.558916784124,-0.548972801453,-0.536061492038,-0.520299036461,-0.501807620384,-0.480716018741,-0.457159913638,-0.431282001657,-0.403231931544,-0.373166103174,-0.341247351560,-0.307644534683,-0.272532040274,-0.236089224071,-0.198499790154,-0.159951122516,-0.120633575959,-0.080739733619,-0.040463637754
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.997699268081
