A_re,0.739446177342,0.838225228552,0.896331564744,0.918500119031,0.907711099007,0.866548243453,0.797717329248,0.704254324307,0.589592671877,0.457555843627,0.312305412871,0.158260714456
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.739446177342,-0.838225228552,-0.896331564744,-0.918500119031,-0.907711099007,-0.866548243453,-0.797717329248,-0.704254324307,-0.589592671877,-0.457555843627,-0.312305412871,-0.158260714456
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.986018112852
