A_re,0.551578188372,0.637611462408,0.700573349428,0.744080317836,0.770044413483,0.779697090771,0.774001427494,0.753844114708,0.720132405967,0.673844228789,0.616052628051,0.547934836404,0.470771428537,0.385938690398,0.294896146659,0.199170552879,0.100337303374
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.551578188372,-0.637611462408,-0.700573349428,-0.744080317836,-0.770044413483,-0.779697090771,-0.774001427494,-0.753844114708,-0.720132405967,-0.673844228789,-0.616052628051,-0.547934836404,-0.470771428537,-0.385938690398,-0.294896146659,-0.199170552879,-0.100337303374
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.992326172232
