A_re,-3.6380059615514238e-01,-2.2561754378760523e-02,1.0485302425607645e+00,2.7059870626701781e-02,-5.2334417662836663e-01,5.0702119945169460e-03,-4.1049715572831014e-01,-1.8462799697544503e-02,7.7447454170045871e-01,2.1307500382979218e-02,-5.4972436552050330e-01,-7.9479755251645329e-03,6.6435052817854987e-02,4.6796931954803129e-03,-2.7888342480761497e-01,-1.0990527938945147e-02,4.4089881870179670e-01,1.2414919184981865e-02,-3.5685703546066899e-01,-6.8279196222035378e-03,1.1172004419423273e-01,-6.3303523994164283e-04,5.6303409849072179e-02,2.9404669614957408e-03,-1.5212350342766867e-01,-5.5812644832145975e-03,2.1800340805957999e-01,6.2129148122335677e-03,-1.8883619796170764e-01,-4.0858704883034785e-03,8.8175474332878159e-02,1.1299251159960352e-03,-6.6557392753314104e-03,-5.0427465782713313e-04,3.3356574118714191e-02,1.5049517529140675e-03,-7.1647796865383806e-02,-2.5112873533956232e-03,9.6344094316619611e-02,2.7648178242097978e-03,-8.6947195281932066e-02,-2.0181654530748608e-03,4.9641406656724021e-02,8.3859820929202574e-04,-1.2508332876947744e-02,4.8517650536339312e-05,-4.5555087342325279e-03,-2.5639735150594550e-04,1.4575492893811322e-02,6.0027163829504495e-04,-2.7002130575616973e-02,-9.1591755703901391e-04,3.4667012437675108e-02,9.9918647428267173e-04,-3.2163254530393592e-02,-7.8213837958593445e-04,2.0837683313101860e-02,4.0405295973360873e-04,-7.9698293941294247e-03,-9.5327008177680190e-05
A_im,1.0449563118242187e-02,-7.8548536265998425e-01,-3.0117282112667287e-02,9.4208664051542612e-01,1.5032192764413156e-02,1.7651832214070098e-01,1.1790885853604719e-02,-6.4277844988253707e-01,-2.2245562906124398e-02,7.4181600526131519e-01,1.5789973347905606e-02,-2.7670687956665180e-01,-1.9082500794590745e-03,1.6292190747662252e-01,8.0105163285995908e-03,-3.8263156631876488e-01,-1.2664168830239183e-02,4.3222123084945413e-01,1.0250195771736281e-02,-2.3771158639405607e-01,-3.2089974019706979e-03,-2.2038809974145607e-02,-1.6172392835110427e-03,1.0237097828845222e-01,4.3695395826443039e-03,-1.9430916801308090e-01,-6.2618489793315538e-03,2.1629976767682674e-01,5.4240624348213329e-03,-1.4224762592763393e-01,-2.5327222782826325e-03,3.9337760017499390e-02,1.9117796571278023e-04,-1.7556009944176103e-02,-9.5812592082137964e-04,5.2394000368101899e-02,2.0579924189432141e-03,-8.7429003056797183e-02,-2.7673620200673005e-03,9.6255511670054777e-02,2.4974486635042968e-03,-7.0261214080348175e-02,-1.4258878682322075e-03,2.9195263420434475e-02,3.5928681635269275e-04,1.6891041997864928e-03,1.3085187406720032e-04,-8.9262837684515213e-03,-4.1866429567645350e-04,2.0898026527949289e-02,7.7560481337624380e-04,-3.1887022423957599e-02,-9.9576951531636974e-04,3.4785968819579731e-02,9.2385221455383007e-04,-2.7229581358844238e-02,-5.9853869115120671e-04,1.4066798919763073e-02,2.2892452348710507e-04,-3.3187328906608940e-03
B_re,-1.0449608208465314e-02,7.8548536003536895e-01,3.0117397219237813e-02,-9.4208663771983447e-01,-1.5032243135615023e-02,-1.7651832150282484e-01,-1.1790934546932473e-02,6.4277844778158710e-01,2.2245648077450206e-02,-7.4181600299362782e-01,-1.5790029583144516e-02,2.7670687880037198e-01,1.9082585612485922e-03,-1.6292190691193459e-01,-8.0105487950788562e-03,3.8263156507473045e-01,1.2664217524549912e-02,-4.3222122951091269e-01,-1.0250233270493615e-02,2.3771158569891734e-01,3.2090082024714963e-03,2.2038809892151293e-02,1.6172461858328859e-03,-1.0237097793981029e-01,-4.3695571618731577e-03,1.9430916738179560e-01,6.2618731610572824e-03,-2.1629976700050654e-01,-5.4240825926002850e-03,1.4224762550100306e-01,2.5327312361828540e-03,-3.9337759907907249e-02,-1.9117884035125204e-04,1.7556009881418155e-02,9.5812994015024319e-04,-5.2394000191171325e-02,-2.0580006753950181e-03,8.7429002772440104e-02,2.7673727548662981e-03,-9.6255511366766397e-02,-2.4974580512055230e-03,7.0261213866123079e-02,1.4258930343172755e-03,-2.9195263335298240e-02,-3.5928803348482514e-04,-1.6891041933137655e-03,-1.3085244930380861e-04,8.9262837370989046e-03,4.1866603522078293e-04,-2.0898026457684283e-02,-7.7560792190579746e-04,3.1887022320070020e-02,9.9577339329744055e-04,-3.4785968709291300e-02,-9.2385571731917152e-04,2.7229581274854746e-02,5.9854089453587381e-04,-1.4066798877813633e-02,-2.2892533200158659e-04,3.3187328813708873e-03
B_im,-3.6380059485999844e-01,-2.2561845754312835e-02,1.0485302392545139e+00,2.7059967954759259e-02,-5.2334417518153509e-01,5.0702342019831826e-03,-4.1049715432966810e-01,-1.8462872841515404e-02,7.7447453925404153e-01,2.1307579331874320e-02,-5.4972436390523094e-01,-7.9480022029711269e-03,6.6435052574227382e-02,4.6797128548551441e-03,-2.7888342387506121e-01,-1.0990571249503133e-02,4.4089881730312164e-01,1.2414965785762202e-02,-3.5685703438357014e-01,-6.8279438231669039e-03,1.1172004388400342e-01,-6.3303809452649172e-04,5.6303409650811903e-02,2.9404790992754756e-03,-1.5212350292272842e-01,-5.5812864610791015e-03,2.1800340736499177e-01,6.2129383579646487e-03,-1.8883619738270185e-01,-4.0858853412262027e-03,8.8175474075574023e-02,1.1299289313833323e-03,-6.6557392502084303e-03,-5.0427684270151285e-04,3.3356574003263750e-02,1.5049579126345163e-03,-7.1647796628227192e-02,-2.5112972531017232e-03,9.6344094008275524e-02,2.7648283829956833e-03,-8.6947195012281667e-02,-2.0181729111786203e-03,4.9641406508334381e-02,8.3860117325038292e-04,-1.2508332841987031e-02,4.8517875878747430e-05,-4.5555087177094646e-03,-2.5639844302166126e-04,1.4575492843844805e-02,6.0027408451586764e-04,-2.7002130486327890e-02,-9.1592117380454008e-04,3.4667012326284399e-02,9.9919031388887134e-04,-3.2163254429780512e-02,-7.8214130361387696e-04,2.0837683249812028e-02,4.0405442016908138e-04,-7.9698293709057014e-03,-9.5327331601232208e-05
M,-2,-1,0,1,2,-3,-2,-1,0,1,2,3,-4,-3,-2,-1,0,1,2,3,4,-5,-4,-3,-2,-1,0,1,2,3,4,5,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7
L,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7
# constraint,power
# norm_sq,1.2566370614359172e+01
# dEdt,1.0000000000000000e+00
# lambda_max,2.1875917979162343e+00
# Fx,-2.2577756463660715e-07
# Fy,-2.1117661924420044e+00
# Fz,5.7096534287934730e-01
# seeds_used,510
# best_fp_iters,500
# best_cg_iters,0
# spectral_bound_easy,4.0102904412951217e+00
# spectral_bound_tight,2.9904797365283686e+00
# spectral_bound_tight_est,2.9902628618561322e+00
# spectral_bound_tight_is_upper,0
# opt_gap_easy,1.8226986433788874e+00
# opt_gap_tight,8.0288793861213437e-01
# coeff_save_threshold,1.0000000000000000e-13
