A_re,-4.1558217106220963e-01,-9.0021262235475255e-02,1.1611881380955380e+00,1.0470757249739210e-01,-5.6226681564528258e-01,-1.9050697284843061e-02,4.2174723010876602e-01,6.5591497080434727e-02,-7.6194352910336571e-01,-7.3762660239549624e-02,5.3639867839259459e-01,2.7642653925713235e-02,5.5746997751375621e-02,1.3243757589481851e-02,-2.1317114232218626e-01,-2.8889331051791214e-02,3.2065848272081315e-01,3.1843437826940761e-02,-2.5982406821757209e-01,-1.7987307534423156e-02,8.5405737864635012e-02
A_im,4.2349041244777105e-02,-8.8340209035759754e-01,-1.1832847482038636e-01,1.0275226750639415e+00,5.7296636751423428e-02,-1.8694944486611195e-01,-4.2977280871368186e-02,6.4366641353077214e-01,7.7644282366920170e-02,-7.2385216099652672e-01,-5.4660600207914072e-02,2.7126454729410260e-01,-5.6807830178817048e-03,1.2996443002401742e-01,2.1722766186281554e-02,-2.8349850375981028e-01,-3.2676042154735872e-02,3.1248791997513353e-01,2.6476836563083590e-02,-1.7651411594165861e-01,-8.7030959180400373e-03
B_re,4.2349043611201072e-02,-8.8340208987137980e-01,-1.1832848079176968e-01,1.0275226745514952e+00,5.7296639345597332e-02,-1.8694944475597644e-01,-4.2977283187100243e-02,6.4366641318332707e-01,7.7644286293541198e-02,-7.2385216062650903e-01,-5.4660602812901728e-02,2.7126454716662263e-01,-5.6807833457902914e-03,1.2996442995011831e-01,2.1722767338209478e-02,-2.8349850360727719e-01,-3.2676043813324285e-02,3.1248791981358798e-01,2.6476837853403799e-02,-1.7651411585464710e-01,-8.7030963117037067e-03
B_im,4.1558217082122906e-01,9.0021267003914107e-02,-1.1611881374873738e+00,-1.0470757752365122e-01,5.6226681538104861e-01,1.9050698366325756e-02,-4.2174722987266522e-01,-6.5591500491424565e-02,7.6194352870308557e-01,7.3762663871894868e-02,-5.3639867812704434e-01,-2.7642655177175606e-02,-5.5746997717982742e-02,-1.3243758314328512e-02,2.1317114220484371e-01,2.8889332548190552e-02,-3.2065848255184354e-01,-3.1843439411821869e-02,2.5982406808611963e-01,1.7987308388036104e-02,-8.5405737824533506e-02
M,-2,-1,0,1,2,-3,-2,-1,0,1,2,3,-4,-3,-2,-1,0,1,2,3,4
L,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4
# constraint,power
# norm_sq,1.2566370614359172e+01
# dEdt,1.0000000000000000e+00
# lambda_max,2.1595518202988675e+00
# Fx,1.0561962289001039e-08
# Fy,2.1078774076458884e+00
# Fz,-4.6959226877388160e-01
# seeds_used,510
# best_fp_iters,432
# best_cg_iters,0
# spectral_bound_easy,4.0081567650642036e+00
# spectral_bound_tight,2.9898575121630930e+00
# spectral_bound_tight_est,2.9896487977071060e+00
# spectral_bound_tight_is_upper,0
# opt_gap_easy,1.8486049447653361e+00
# opt_gap_tight,8.3030569186422554e-01
# coeff_save_threshold,1.0000000000000000e-13
