A_re,1.4446616950635313e-01,7.1876665965894415e-01,-4.1669518185290422e-01,-8.6271555481468243e-01,2.0813449876621551e-01,1.6159864602284765e-01,-1.6325614480311634e-01,-5.8917115114500385e-01,3.0830728470489599e-01,6.8037155352118517e-01,-2.1889923490993293e-01,-2.5379387432338901e-01,-2.6454066606821081e-02,-1.4958815285530119e-01,1.1125785235562027e-01,3.5183533503956138e-01,-1.7607293605861438e-01,-3.9765841684217507e-01,1.4252523608943582e-01,2.1862387503407940e-01,-4.4585204487117232e-02,-2.0331843547018478e-02,2.2589336646904597e-02,9.4746444736800509e-02,-6.1193482569485459e-02,-1.8019166781540946e-01,8.7807597482300645e-02,2.0070332379293224e-01,-7.6050522821183866e-02,-1.3187973830437916e-01,3.5455380391895303e-02,3.6387620986468742e-02,2.7290520328778827e-03,1.6642166076632017e-02,-1.3770910690611470e-02,-4.9953572795827128e-02,2.9714895341963646e-02,8.3636898564616841e-02,-4.0040892393135408e-02,-9.2153078808847572e-02,3.6115748346506306e-02,6.7138138522784135e-02,-2.0551708344802442e-02,-2.7765531667393206e-02,5.1465197436903459e-03,1.8184107273162241e-03,-2.1483100221672607e-03,-9.7726062772628425e-03,6.9732784820742818e-03,2.3152177607077089e-02,-1.3038874499382335e-02,-3.5563040827906296e-02,1.6807827692557658e-02,3.8848685013144563e-02,-1.5572188195235091e-02,-3.0281664648398401e-02,1.0016847367986760e-02,1.5484184770110742e-02,-3.7796717068623066e-03,-3.5912030439724132e-03,-1.9603346707430452e-04,-1.2532134333790837e-03,1.1024459682028784e-03,4.3065484344232997e-03,-2.7966087454677469e-03,-8.7284152915006359e-03,4.7216110324797200e-03,1.2572877658075556e-02,-5.8820071515026020e-03,-1.3633601635475881e-02,5.5553783037502165e-03,1.1157636873135996e-02,-3.8921746251828365e-03,-6.5458278191026405e-03,1.8383582287694507e-03,2.3081648910190304e-03,-4.0316493854480905e-04
A_im,-3.3276979151326480e-01,3.1203994061352619e-01,9.5983419204072484e-01,-3.7453282817760547e-01,-4.7942625150663160e-01,7.0155215676051208e-02,3.7605146919445986e-01,-2.5577831419292407e-01,-7.1016871943791959e-01,2.9537136774977762e-01,5.0422224073115129e-01,-1.1018015513995233e-01,6.0935476799923775e-02,-6.4941068444809069e-02,-2.5627629769535476e-01,1.5274312980186736e-01,4.0557425087603993e-01,-1.7263641558971199e-01,-3.2829898419655018e-01,9.4911713986190555e-02,1.0269954903835811e-01,-8.8267122725763907e-03,-5.2033287432738683e-02,4.1132502839240297e-02,1.4095580141660488e-01,-7.8227044118302239e-02,-2.0225994237539904e-01,8.7131818813250245e-02,1.7517817194344101e-01,-5.7253269077266945e-02,-8.1669507868870714e-02,1.5797045543739337e-02,-6.2862206967766098e-03,7.2249034161196123e-03,3.1720532247689399e-02,-2.1686464349989592e-02,-6.8446620001524683e-02,3.6309487454378932e-02,9.2231983702796533e-02,-4.0006637187788512e-02,-8.3190631449767946e-02,2.9146841007587673e-02,4.7339725328098603e-02,-1.2053916699246226e-02,-1.1854724199449284e-02,7.8943096507785003e-04,4.9485137264403279e-03,-4.2426048049017629e-03,-1.6062562490521549e-02,1.0051109994592270e-02,3.0034328326411782e-02,-1.5439067642966601e-02,-3.8715904108570079e-02,1.6865472169660712e-02,3.5869676764435400e-02,-1.3146251152138050e-02,-2.3073255673470221e-02,6.7221859314604499e-03,8.7062655000458358e-03,-1.5590574883075933e-03,4.5155230913969440e-04,-5.4406050210222771e-04,-2.5394236182087436e-03,1.8696120438271822e-03,6.4418342882385723e-03,-3.7892875714446812e-03,-1.0875971032240710e-02,5.4582931255348164e-03,1.3548879583708422e-02,-5.9187877319471565e-03,-1.2796508048643115e-02,4.8438912719941810e-03,8.9654100039320093e-03,-2.8417556820338648e-03,-4.2345570319180861e-03,1.0020490590042345e-03,9.2866826933191572e-04
B_re,-3.3276979388456085e-01,3.1203992954243659e-01,9.5983419809615989e-01,-3.7453281638225910e-01,-4.7942625415695328e-01,7.0155212983926921e-02,3.7605147175853026e-01,-2.5577830531726964e-01,-7.1016872392590680e-01,2.9537135816660692e-01,5.0422224369422963e-01,-1.1018015190290320e-01,6.0935477247080552e-02,-6.4941066055016566e-02,-2.5627629941002400e-01,1.5274312453016226e-01,4.0557425344991038e-01,-1.7263640991550042e-01,-3.2829898617838704e-01,9.4911711041306426e-02,1.0269954960855404e-01,-8.8267119239979295e-03,-5.2033287799338163e-02,4.1132501352125962e-02,1.4095580235267632e-01,-7.8227041420567453e-02,-2.0225994366453057e-01,8.7131815921801692e-02,1.7517817301773908e-01,-5.7253267255192065e-02,-8.1669508345423067e-02,1.5797045076830645e-02,-6.2862207442230594e-03,7.2249031419782230e-03,3.1720532467344513e-02,-2.1686463572549580e-02,-6.8446620454816753e-02,3.6309486200767876e-02,9.2231984293334998e-02,-4.0006635849810901e-02,-8.3190631965855757e-02,2.9146840064443125e-02,4.7339725611134524e-02,-1.2053916326229104e-02,-1.1854724265735774e-02,7.8943093301747614e-04,4.9485137623419967e-03,-4.2426046466880795e-03,-1.6062562600729503e-02,1.0051109635688504e-02,3.0034328525207068e-02,-1.5439067108756576e-02,-3.8715904357571225e-02,1.6865471601788723e-02,3.5869676989023581e-02,-1.3146250721502439e-02,-2.3073255813745037e-02,6.7221857185262111e-03,8.7062655508477627e-03,-1.5590574418811146e-03,4.5155231264673275e-04,-5.4406048086411639e-04,-2.5394236363058555e-03,1.8696119748121804e-03,6.4418343322091461e-03,-3.7892874364134806e-03,-1.0875971104254638e-02,5.4582929362436824e-03,1.3548879671195011e-02,-5.9187875315364572e-03,-1.2796508129356073e-02,4.8438911118229271e-03,8.9654100590933379e-03,-2.8417555905755343e-03,-4.2345570571697107e-03,1.0020490279770249e-03,9.2866827455465354e-04
B_im,-1.4446616404420434e-01,-7.1876666446526338e-01,4.1669516790454586e-01,8.6271555993542504e-01,-2.0813449266134687e-01,-1.6159864719158615e-01,1.6325613889692214e-01,5.8917115499821349e-01,-3.0830727436706612e-01,-6.8037155768155022e-01,2.1889922808464668e-01,2.5379387572869694e-01,2.6454065576820215e-02,1.4958815389278760e-01,-1.1125784840597444e-01,-3.5183533732817951e-01,1.7607293012984615e-01,3.9765841930553431e-01,-1.4252523152438432e-01,-2.1862387631254915e-01,4.4585203173702417e-02,2.0331843698347681e-02,-2.2589335802462963e-02,-9.4746445382405051e-02,6.1193480413296669e-02,1.8019166898658354e-01,-8.7807594512857440e-02,-2.0070332504820376e-01,7.6050520346597594e-02,1.3187973909540091e-01,-3.5455379294183298e-02,-3.6387621189168939e-02,-2.7290519235875985e-03,-1.6642166195645670e-02,1.3770910184648074e-02,4.9953573133339008e-02,-2.9714894297830360e-02,-8.3636899108849999e-02,4.0040891032862659e-02,9.2153079389706988e-02,-3.6115747157726516e-02,-6.7138138932233735e-02,2.0551707692844822e-02,2.7765531829332023e-02,-5.1465195910030768e-03,-1.8184107412346699e-03,2.1483099394697439e-03,9.7726063459485247e-03,-6.9732782282163211e-03,-2.3152177762888828e-02,1.3038874041468348e-02,3.5563041059824163e-02,-1.6807827118997254e-02,-3.8848685259676177e-02,1.5572187677908600e-02,3.0281664835351260e-02,-1.0016847044871456e-02,-1.5484184862552383e-02,3.7796715898428617e-03,3.5912030641276505e-03,1.9603345899603405e-04,1.2532134425992352e-03,-1.1024459265171762e-03,-4.3065484643849457e-03,2.7966086441839513e-03,8.7284153501220475e-03,-4.7216108665995961e-03,-1.2572877740252963e-02,5.8820069499820543e-03,1.3633601722480650e-02,-5.5553781178323538e-03,-1.1157636942671521e-02,3.8921744981217491e-03,6.5458278588076601e-03,-1.8383581706037174e-03,-2.3081649044889452e-03,4.0316492651451958e-04
M,-2,-1,0,1,2,-3,-2,-1,0,1,2,3,-4,-3,-2,-1,0,1,2,3,4,-5,-4,-3,-2,-1,0,1,2,3,4,5,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8
L,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8
# constraint,power
# norm_sq,1.2566370614359172e+01
# dEdt,1.0000000000000000e+00
# lambda_max,2.1878943381733227e+00
# Fx,2.9892770963871634e-08
# Fy,2.1114336130906883e+00
# Fz,-5.7334957270558917e-01
# seeds_used,511
# best_fp_iters,500
# best_cg_iters,0
# spectral_bound_easy,4.0102904412951217e+00
# spectral_bound_tight,2.9904798560030579e+00
# spectral_bound_tight_est,2.9902628886263232e+00
# spectral_bound_tight_is_upper,0
# opt_gap_easy,1.8223961031217990e+00
# opt_gap_tight,8.0258551782973520e-01
# coeff_save_threshold,1.0000000000000000e-13
