A_re,3.6225098020380436e-01,2.5775625462557974e-02,-1.0451038202142746e+00,-3.0944544953951252e-02,5.2212911909560267e-01,5.7955768184804763e-03,-4.0952715540176088e-01,-2.1137420190535043e-02,7.7359952297228352e-01,2.4413765191910543e-02,-5.4930547674104957e-01,-9.1070166963936692e-03,-6.6375956712964562e-02,-5.3686687468488606e-03,2.7930232118896881e-01,1.2632432880240341e-02,-4.4214141272660762e-01,-1.4279991682517857e-02,3.5791175178368601e-01,7.8501261852512855e-03,-1.1194055040245818e-01,-7.3041285425648667e-04,5.6777269160075555e-02,3.4067128380373167e-03,-1.5391733735398783e-01,-6.4824894700458054e-03,2.2093722497183893e-01,7.2216072044629003e-03,-1.9134954802259732e-01,-4.7441807163334107e-03,8.9171623676041201e-02,1.3082030410957823e-03,6.8888389032881912e-03,6.0133574965924792e-04,-3.4828302261163527e-02,-1.8079420016119184e-03,7.5251275759498679e-02,3.0299490670853278e-03,-1.0146222813728997e-01,-3.3392100388067942e-03,9.1500834764117453e-02,2.4314190854944086e-03,-5.2018920771960450e-02,-1.0041769130625742e-03,1.3003917207848159e-02,6.7151678476283166e-05,-5.5639974372814083e-03,-3.6285539323585873e-04,1.8145828357975059e-02,8.6302971690269614e-04,-3.4035475598729090e-02,-1.3286463446761188e-03,4.3932932415459175e-02,1.4520176471781129e-03,-4.0681921713189857e-02,-1.1301301762704572e-03,2.6104133684161750e-02,5.7587778810515257e-04,-9.8058260578435929e-03,-1.3282571084107132e-04,-5.8264304647177574e-04,-5.3741657387614247e-05,3.3322397695170927e-03,1.8739892998131702e-04,-8.5584174971041534e-03,-3.8369643456294384e-04,1.4564405536866156e-02,5.5583249395951297e-04,-1.8204838702937712e-02,-6.0334100079900449e-04,1.7170425935983228e-02,4.9189015474916751e-04,-1.1953888619200222e-02,-2.8600507121039097e-04,5.5804092241608389e-03,9.9382585208418201e-05,-1.2020575143197388e-03,-5.3344846872278472e-06,4.6397193547902549e-04,3.2053548118477838e-05,-1.7121776966697341e-03,-8.7737603334019372e-05,3.7644339793027194e-03,1.6170293436220586e-04,-5.9650167264169527e-03,-2.2374446044734337e-04,7.2735773447185643e-03,2.4150388315348855e-04,-6.9525518837091878e-03,-2.0370520356241130e-04,5.1328410948703823e-03,1.2975465130425528e-04,-2.7545027049449486e-03,-5.6329611056894072e-05,8.9613620633851969e-04,1.1435945725282051e-05,4.3555682264155523e-05,4.1922158614426401e-06,-2.7306501086752705e-04,-1.6230123720384281e-05,7.8831880686005000e-04,3.7848171000689182e-05,-1.5506519930244195e-03,-6.4464400491127185e-05,2.3253911996937806e-03,8.6030514303121996e-05,-2.7797147998468125e-03,-9.2411296260501422e-05,2.6840376078180210e-03,8.0008464732791093e-05,-2.0717221288579267e-03,-5.4518897635685971e-05,1.2269624897007848e-03,2.7375733614402043e-05,-5.0119767224650618e-04,-8.4229334889987855e-06,9.6707769413998559e-05,3.4242265666880654e-07,-3.0829151303859604e-05,-2.2167995691565754e-06,1.2386231055974353e-04,6.6728734286387779e-06,-3.0263915379319953e-04,-1.3824599568684884e-05,5.4603261759111768e-04,2.2102921189968113e-05,-7.8263905651915894e-04,-2.8620380805145315e-05,9.1990036075377773e-04,3.0609067944350359e-05,-8.9542868005580722e-04,-2.7068226401284838e-05,7.1639643609015596e-04,1.9456064985332960e-05,-4.5764662298062171e-04,-1.0866754331373367e-05,2.1787970988438327e-04,4.2294217800006780e-06,-6.4171781469633815e-05,-7.8492344241551742e-07
A_im,-1.1932071270046680e-02,7.8253352953980981e-01,3.4424344575911030e-02,-9.3945908545239865e-01,-1.7198244750341967e-02,1.7595063387502638e-01,1.3489273120197985e-02,-6.4172081826862137e-01,-2.5481327201103562e-02,7.4118893347192139e-01,1.8093381366629795e-02,-2.7648423117094206e-01,2.1863322680155664e-03,-1.6299009302852652e-01,-9.1998335494342214e-03,3.8351429953513422e-01,1.4563529274827304e-02,-4.3353336651721858e-01,-1.1789119186618372e-02,2.3832592081744741e-01,3.6871663912586383e-03,-2.2174994314462512e-02,-1.8701628888747666e-03,1.0342619712390969e-01,5.0698199636750423e-03,-1.9680530987614120e-01,-7.2773607535823901e-03,2.1924457912216572e-01,6.3027838830394742e-03,-1.4403110289341250e-01,-2.9371867392537034e-03,3.9716442759426027e-02,-2.2690831954765277e-04,1.8256292152317517e-02,1.1471938178626926e-03,-5.4888323585933228e-02,-2.4786683301422211e-03,9.1987912901095870e-02,3.3420193437174567e-03,-1.0137694118047728e-01,-3.0139052085709130e-03,7.3816818298827205e-02,1.7134277243812013e-03,-3.0486378963967969e-02,-4.2833000569151577e-04,2.0386984876256307e-03,1.8326978026955105e-04,-1.1016143615380785e-02,-5.9769666865940279e-04,2.6201230121417216e-02,1.1210782155088768e-03,-4.0337157986837069e-02,-1.4470858412443817e-03,4.4082660940701741e-02,1.3400022672094430e-03,-3.4310293125406802e-02,-8.5983136931969942e-04,1.7483419712033255e-02,3.2298924164293118e-04,-4.0325371112728790e-03,1.9191366597616968e-05,-1.6315772714309809e-03,-1.0975889246766902e-04,5.6893621985043292e-03,2.8190126984568192e-04,-1.1648879974843863e-02,-4.7972944517632991e-04,1.6874865085558664e-02,5.9963981138284840e-04,-1.8317205776776608e-02,-5.6556778722385186e-04,1.4933601603322190e-02,3.9374289978444014e-04,-8.6830090534293046e-03,-1.8381013900722960e-04,3.0172198441394253e-03,3.9593917782840779e-05,-1.6195326015989899e-04,-1.5282505958810622e-05,9.7313518856292892e-04,5.6396457776700742e-05,-2.6636841606347086e-03,-1.2399459668186835e-04,4.9092460392239495e-03,1.9647838802464623e-04,-6.7928052242335587e-03,-2.3958034818520485e-04,7.3319753434110558e-03,2.2900625466065248e-04,-6.1844209607251959e-03,-1.6906778513718019e-04,3.9393079932163932e-03,9.0729003874708068e-05,-1.7101487410676468e-03,-2.9517311781949032e-05,3.4719176938242729e-04,-1.4346535291110851e-06,1.2727448088973729e-04,8.9943221125485235e-06,-4.9274177461579695e-04,-2.5965960313858195e-05,1.1490590616113538e-03,5.1076005050146889e-05,-1.9571194958936367e-03,-7.6594687107504539e-05,2.6118599664567985e-03,9.1559385716870453e-05,-2.8055785915498716e-03,-8.8407926335797032e-05,2.4290326590017080e-03,6.8239220048272174e-05,-1.6551774447138370e-03,-4.0414176941540829e-05,8.3111932213991593e-04,1.6508642116392110e-05,-2.5571791881969126e-04,-3.1853961705229818e-06,1.0395870006638446e-05,1.0154611745624234e-06,-6.7301475716903327e-05,-4.0798208408301343e-06,2.0258669081293148e-04,9.9684386870637583e-06,-4.1971113482610776e-04,-1.7985424335265569e-05,6.7103867079478289e-04,2.5778857139882986e-05,-8.6890692178578737e-04,-3.0300021781353913e-05,9.2928293325884523e-04,2.9493962889328143e-05,-8.2178402510455645e-04,-2.3596929258491884e-05,5.9068096408233448e-04,1.5074129596182351e-05,-3.2991185936187399e-04,-7.1765982746523682e-06,1.2840420237074805e-04,2.1137116910966040e-06,-2.3830095304342184e-05
B_re,-1.1932057143408982e-02,7.8253353048299457e-01,3.4424308497936491e-02,-9.3945908645736187e-01,-1.7198228959114985e-02,1.7595063410439785e-01,1.3489257840353408e-02,-6.4172081902505496e-01,-2.5481300450866575e-02,7.4118893428873123e-01,1.8093363705741949e-02,-2.7648423144681772e-01,2.1863296027920596e-03,-1.6299009323227232e-01,-9.1998233241415393e-03,3.8351429998474867e-01,1.4563513922114277e-02,-4.3353336700121198e-01,-1.1789107365687950e-02,2.3832592106859299e-01,3.6871629912872354e-03,-2.2174994344207014e-02,-1.8701607001058865e-03,1.0342619725092450e-01,5.0698143709188475e-03,-1.9680531010667460e-01,-7.2773530489247855e-03,2.1924457936928307e-01,6.3027774628698812e-03,-1.4403110304909186e-01,-2.9371838927036119e-03,3.9716442799292095e-02,-2.2690803511444781e-04,1.8256292175845654e-02,1.1471924982885775e-03,-5.4888323652769945e-02,-2.4786656033727464e-03,9.1987913008972577e-02,3.3420157892820198e-03,-1.0137694129563601e-01,-3.0139021028842798e-03,7.3816818379954005e-02,1.7134260228424999e-03,-3.0486378996009287e-02,-4.2832960787694911e-04,2.0386984904362444e-03,1.8326955943478716e-04,-1.1016143629334566e-02,-5.9769598739827282e-04,2.6201230153199785e-02,1.1210769827349129e-03,-4.0337158034251440e-02,-1.4470842950397070e-03,4.4082660991124914e-02,1.3400008733452768e-03,-3.4310293163587094e-02,-8.5983050087719184e-04,1.7483419730847386e-02,3.2298892850558147e-04,-4.0325371153538906e-03,1.9191341880411425e-05,-1.6315772735938957e-03,-1.0975876250242427e-04,5.6893622056417362e-03,2.8190094999753129e-04,-1.1648879988954442e-02,-4.7972891709679674e-04,1.6874865105453243e-02,5.9963916764465620e-04,-1.8317205797862449e-02,-5.6556719410241231e-04,1.4933601620111588e-02,3.9374249693464327e-04,-8.6830090629327374e-03,-1.8380995666721461e-04,3.0172198473186304e-03,3.9593880675435530e-05,-1.6195326038925538e-04,-1.5282487028616713e-05,9.7313518983024091e-04,5.6396391668915799e-05,-2.6636841639591105e-03,-1.2399445629263754e-04,4.9092460451717179e-03,1.9647817132794690e-04,-6.7928052322692289e-03,-2.3958008976737328e-04,7.3319753519021594e-03,2.2900601272368137e-04,-6.1844209677400343e-03,-1.6906761029468579e-04,3.9393079975847426e-03,9.0728912348147852e-05,-1.7101487429102568e-03,-2.9517283044755181e-05,3.4719176973722438e-04,-1.4346516310527994e-06,1.2727448106309919e-04,8.9943111724700871e-06,-4.9274177525071160e-04,-2.5965930051955582e-05,1.1490590630414536e-03,5.1075947253665177e-05,-1.9571194982673156e-03,-7.6594602425797797e-05,2.6118599695575942e-03,9.1559286500557323e-05,-2.8055785948173624e-03,-8.8407832309398671e-05,2.4290326617785627e-03,6.8239148828971819e-05,-1.6551774465692801e-03,-4.0414135637967786e-05,8.3111932305022086e-04,1.6508625694344205e-05,-2.5571791909055006e-04,-3.1853931553635367e-06,1.0395870021768617e-05,1.0154598827631968e-06,-6.7301475806849580e-05,-4.0798159352311360e-06,2.0258669107221534e-04,9.9684271133447379e-06,-4.1971113534761828e-04,-1.7985403984426364e-05,6.7103867160963964e-04,2.5778828574535321e-05,-8.6890692282064566e-04,-3.0299988814759276e-05,9.2928293434638046e-04,2.9493931342580697e-05,-8.2178402605018717e-04,-2.3596904444496689e-05,5.9068096475028097e-04,1.5074114031980581e-05,-3.2991185972765290e-04,-7.1765910257881218e-06,1.2840420250949654e-04,2.1137096233356297e-06,-2.3830095328897923e-05
B_im,-3.6225098066911710e-01,-2.5775596827973347e-02,1.0451038214026351e+00,3.0944514443794667e-02,-5.2212911961574493e-01,-5.7955698548804759e-03,4.0952715590505812e-01,2.1137397225605020e-02,-7.7359952385339970e-01,-2.4413740393976792e-02,5.4930547732277490e-01,9.1070083209516522e-03,6.6375956800753311e-02,5.3686625612245206e-03,-2.7930232152577572e-01,-1.2632419230160941e-02,4.4214141323230466e-01,1.4279976988714582e-02,-3.5791175217305093e-01,-7.8501185605933284e-03,1.1194055051444848e-01,7.3041195122708976e-04,-5.6777269232170462e-02,-3.4067089819251350e-03,1.5391733753820522e-01,6.4824824711578145e-03,-2.2093722522561937e-01,-7.2215997020930621e-03,1.9134954823406852e-01,4.7441759899780655e-03,-8.9171623769802463e-02,-1.3082018307800465e-03,-6.8888389126570025e-03,-6.0133503535478089e-04,3.4828302304628363e-02,1.8079399724777541e-03,-7.5251275849314486e-02,-3.0299457919945672e-03,1.0146222825436789e-01,3.3392065426364166e-03,-9.1500834866414207e-02,-2.4314166225184006e-03,5.2018920828006625e-02,1.0041759403014142e-03,-1.3003917220951585e-02,-6.7151593147083785e-05,5.5639974445553719e-03,3.6285496960449497e-04,-1.8145828380414775e-02,-8.6302875199659429e-04,3.4035475639334817e-02,1.3286449051943918e-03,-4.3932932466388845e-02,-1.4520161163503861e-03,4.0681921759101652e-02,1.1301290171318124e-03,-2.6104133712766934e-02,-5.7587721691539160e-04,9.8058260681578632e-03,1.3282558694309755e-04,5.8264304728592180e-04,5.3741591722253037e-05,-3.3322397737979470e-03,-1.8739871329215591e-04,8.5584175076394622e-03,3.8369600617080773e-04,-1.4564405554260284e-02,-5.5583188996715857e-04,1.8204838724141467e-02,6.0334036064036822e-04,-1.7170425955519739e-02,-4.9188964502892331e-04,1.1953888632469475e-02,2.8600478268953495e-04,-5.5804092301668350e-03,-9.9382488688853291e-05,1.2020575155419987e-03,5.3344777240338834e-06,-4.6397193610255618e-04,-3.2053509643274400e-05,1.7121776988472202e-03,8.7737502406232275e-05,-3.7644339839269189e-03,-1.6170275378991997e-04,5.9650167335546017e-03,2.2374421648703390e-04,-7.2735773532304412e-03,-2.4150362536631834e-04,6.9525518916782108e-03,2.0370499059417109e-04,-5.1328411006294188e-03,-1.2975451868252111e-04,2.7545027079596881e-03,5.6329555115821883e-05,-8.9613620728507719e-04,-1.1435934953746938e-05,-4.3555682326674436e-05,-4.1922105982210171e-06,2.7306501122787542e-04,1.6230104444558730e-05,-7.8831880785682807e-04,-3.7848127583254299e-05,1.5506519949281424e-03,6.4464328426925018e-05,-2.3253912024830594e-03,-8.6030420163883179e-05,2.7797148031148385e-03,9.2411197060447123e-05,-2.6840376109150983e-03,-8.0008380428267959e-05,2.0717221312037759e-03,5.4518841304953738e-05,-1.2269624910612577e-03,-2.7375705977795410e-05,5.0119767278742190e-04,8.4229252657961982e-06,-9.6707769513312982e-05,-3.4242219732004965e-07,3.0829151346409301e-05,2.2167968384094039e-06,-1.2386231072132584e-04,-6.6728655568428233e-06,3.0263915417441873e-04,1.3824583735752955e-05,-5.4603261826144075e-04,-2.2102896451127797e-05,7.8263905746005474e-04,2.8620349387103945e-05,-9.1990036183964318e-04,-3.0609034927058842e-05,8.9542868109490485e-04,2.7068197692180218e-05,-7.1639643690748795e-04,-1.9456044706647419e-05,4.5764662349328080e-04,1.0866743226414927e-05,-2.1787971012314877e-04,-4.2294175676291418e-06,6.4171781537742393e-05,7.8492269690850907e-07
M,-2,-1,0,1,2,-3,-2,-1,0,1,2,3,-4,-3,-2,-1,0,1,2,3,4,-5,-4,-3,-2,-1,0,1,2,3,4,5,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,-11,-10,-9,-8,-7,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11
L,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,8,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11,11
# constraint,power
# norm_sq,1.2566370614359172e+01
# dEdt,1.0000000000000000e+00
# lambda_max,2.1879634350538550e+00
