A_re,2.5604915489253138e-01,-5.7108496746160808e-01,-7.3591550749825230e-01,6.8307311639059209e-01,3.6633191488069183e-01,-1.2802467275372920e-01,-2.8708985623560451e-01,4.6406391712604600e-01,5.3971383790039551e-01,-5.3435155715593030e-01,-3.8272167094266463e-01,1.9932509170916743e-01,-4.6155350190615771e-02,1.1663110603415286e-01,1.9236625905936625e-01,-2.7237033067922173e-01,-3.0293622542311105e-01,3.0702713742759280e-01,2.4512725824107895e-01,-1.6912127875321667e-01,-7.6987441832345280e-02,1.5371408159728610e-02,3.7706789171738885e-02,-7.0519487692886240e-02,-1.0085265320181122e-01,1.3284407498215214e-01,1.4381940787373532e-01,-1.4755026177215438e-01,-1.2464393572473829e-01,9.7360479957546764e-02,5.8564859879760192e-02,-2.7168761629561566e-02,3.8878023870387462e-03,-1.0468920968191747e-02,-1.9010148500663866e-02,3.0603473488769493e-02,4.0169709458843295e-02,-5.0461160297602836e-02,-5.3614885490206772e-02,5.5396214756642907e-02,4.8473483680098017e-02,-4.0705921659037324e-02,-2.8000300266562576e-02,1.7203767502984947e-02,7.2155235733496305e-03
A_im,2.6487390613010775e-01,5.5205824293856520e-01,-7.6127888541893995e-01,-6.6031530418292372e-01,3.7895756973035311e-01,1.2375929791383915e-01,-2.9698443265354668e-01,-4.4860278403043935e-01,5.5831512123367111e-01,5.1654866322020865e-01,-3.9591220659707088e-01,-1.9268421320264115e-01,-4.7746099223008466e-02,-1.1274532656141653e-01,1.9899618209452932e-01,2.6329581336364949e-01,-3.1337695361006424e-01,-2.9679796486554899e-01,2.5357559483350250e-01,1.6348669250001308e-01,-7.9640822406187764e-02,-1.4859281155726945e-02,3.9006358354342192e-02,6.8170000259707209e-02,-1.0432855217024141e-01,-1.2841812862482760e-01,1.4877616117570980e-01,1.4263435151410914e-01,-1.2893980424566384e-01,-9.4116734995049023e-02,6.0583305189197613e-02,2.6263583803488838e-02,4.0217960681396868e-03,1.0120129251320373e-02,-1.9665335973699679e-02,-2.9583861540029538e-02,4.1554164100001040e-02,4.8779952459434332e-02,-5.5462729962026516e-02,-5.3550586341237993e-02,5.0144129091765639e-02,3.9349727715617122e-02,-2.8965334645159720e-02,-1.6630591717107054e-02,7.4642076813580564e-03
B_re,2.6487390889393664e-01,5.5205823714820168e-01,-7.6127889246644787e-01,-6.6031529802108868e-01,3.7895757281252201e-01,1.2375929651071933e-01,-2.9698443562158144e-01,-4.4860277942559967e-01,5.5831512641206593e-01,5.1654865825578178e-01,-3.9591221001696147e-01,-1.9268421152270937e-01,-4.7746099736566752e-02,-1.1274532533473106e-01,1.9899618404714794e-01,2.6329581067458252e-01,-3.1337695652939856e-01,-2.9679796197602543e-01,2.5357559708291072e-01,1.6348669099564805e-01,-7.9640823056781565e-02,-1.4859280982082872e-02,3.9006358757328635e-02,6.8169999530688086e-02,-1.0432855318659515e-01,-1.2841812731413380e-01,1.4877616256767068e-01,1.4263435011222111e-01,-1.2893980540733335e-01,-9.4116734107182395e-02,6.0583305709013366e-02,2.6263583573265963e-02,4.0217961127594912e-03,1.0120129137713313e-02,-1.9665336173390377e-02,-2.9583861226385861e-02,4.1554164503580099e-02,4.8779951961200420e-02,-5.5462730483043267e-02,-5.3550585811141332e-02,5.0144129548418001e-02,3.9349727338539954e-02,-2.8965334899482706e-02,-1.6630591564669644e-02,7.4642077425615449e-03
B_im,-2.5604915203344686e-01,5.7108497305905515e-01,7.3591550020785146e-01,-6.8307312234713458e-01,-3.6633191169229568e-01,1.2802467411010143e-01,2.8708985316527608e-01,-4.6406392157746723e-01,-5.3971383254352689e-01,5.3435156195495792e-01,3.8272166740490726e-01,-1.9932509333312917e-01,4.6155349659357629e-02,-1.1663110721996901e-01,-1.9236625703945043e-01,2.7237033327869747e-01,3.0293622240316165e-01,-3.0702714022084648e-01,-2.4512725591414450e-01,1.6912128020746098e-01,7.6987441159328637e-02,-1.5371408327587400e-02,-3.7706788754863461e-02,7.0519488397616736e-02,1.0085265215042871e-01,-1.3284407624917768e-01,-1.4381940643380034e-01,1.4755026312733582e-01,1.2464393452303173e-01,-9.7360480815832429e-02,-5.8564859342028930e-02,2.7168761852114122e-02,-3.8878023408811121e-03,1.0468921078013772e-02,1.9010148294090794e-02,-3.0603473791963546e-02,-4.0169709041354820e-02,5.0461160779237131e-02,5.3614884951233094e-02,-5.5396215269078383e-02,-4.8473483207707078e-02,4.0705922023551437e-02,2.8000300003474303e-02,-1.7203767650343614e-02,-7.2155235100367565e-03
M,-2,-1,0,1,2,-3,-2,-1,0,1,2,3,-4,-3,-2,-1,0,1,2,3,4,-5,-4,-3,-2,-1,0,1,2,3,4,5,-6,-5,-4,-3,-2,-1,0,1,2,3,4,5,6
L,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5,6,6,6,6,6,6,6,6,6,6,6,6,6
# constraint,power
# norm_sq,1.2566370614359172e+01
# dEdt,1.0000000000000000e+00
# lambda_max,2.1861672111215014e+00
# Fx,-1.9690640691156196e-08
# Fy,2.1126394281941785e+00
# Fz,-5.6221145614629420e-01
# seeds_used,511
# best_fp_iters,500
# best_cg_iters,0
# spectral_bound_easy,4.0102533697722098e+00
# spectral_bound_tight,2.9904784633964714e+00
# spectral_bound_tight_est,2.9902623791878717e+00
# spectral_bound_tight_is_upper,0
# opt_gap_easy,1.8240861586507084e+00
# opt_gap_tight,8.0431125227497002e-01
# coeff_save_threshold,1.0000000000000000e-13
