A_re,1.0600261115849688e-01,7.8860926185062663e-01,-3.0215924812648742e-01,-9.3563922253521148e-01,1.4922043603330024e-01,1.7480821365521176e-01,-1.1613356114393346e-01,-6.2471078054914786e-01,2.1593228426663807e-01,7.1445602240426298e-01,-1.5273319109970421e-01,-2.6668204651204147e-01,-1.8074922427381006e-02,-1.5107051671289604e-01,7.3615441748602101e-02,3.4644950114545803e-01,-1.1450324714509091e-01,-3.8805264478950102e-01,9.2626313955690182e-02,2.1499763779345485e-01,-2.9420183177364004e-02,-1.7175163876736548e-02,1.2312242881854811e-02,7.5734464948177468e-02,-3.1881655878973694e-02,-1.3927093690075967e-01,4.4762763051395420e-02,1.5363402983387991e-01,-3.8874678148892935e-02,-1.0251726180306590e-01,1.8646635890001959e-02,2.9472981787605084e-02
A_im,-3.6729009927363149e-01,2.2759840557396907e-01,1.0469562865032536e+00,-2.7003232876630745e-01,-5.1703621300703928e-01,5.0450930927025024e-02,4.0239297880029529e-01,-1.8029610710326888e-01,-7.4818712402948484e-01,2.0619724138046885e-01,5.2920760408401335e-01,-7.6966392254403437e-02,6.2628078121201899e-02,-4.3600058459906117e-02,-2.5507128263222517e-01,9.9987865325282324e-02,3.9674407215295449e-01,-1.1199483755788353e-01,-3.2094234746663303e-01,6.2049894283692029e-02,1.0193844718849204e-01,-4.9568782858611755e-03,-4.2660879970664423e-02,2.1857522070067626e-02,1.1046724073164876e-01,-4.0194613825278391e-02,-1.5509918757069230e-01,4.4339907801648704e-02,1.3469747125886791e-01,-2.9587233719231328e-02,-6.4609015737293274e-02,8.5061187732305716e-03
B_re,-3.6729009868926427e-01,2.2759840966769349e-01,1.0469562850179528e+00,-2.7003233311070968e-01,-5.1703621235865049e-01,5.0450931905932646e-02,4.0239297818588604e-01,-1.8029611028064133e-01,-7.4818712296585721e-01,2.0619724479386881e-01,5.2920760338091311e-01,-7.6966393414834258e-02,6.2628078018355918e-02,-4.3600059272888986e-02,-2.5507128224946829e-01,9.9987867079299630e-02,3.9674407158644859e-01,-1.1199483943500974e-01,-3.2094234702919489e-01,6.2049895269275408e-02,1.0193844706022105e-01,-4.9568783852292813e-03,-4.2660879903339034e-02,2.1857522470878639e-02,1.1046724056704794e-01,-4.0194614529845012e-02,-1.5509918734836375e-01,4.4339908551405800e-02,1.3469747107260713e-01,-2.9587234200285296e-02,-6.4609015652056997e-02,8.5061189017769604e-03
B_im,-1.0600261318328008e-01,-7.8860926066914794e-01,3.0215925327292914e-01,9.3563922128138521e-01,-1.4922043827991274e-01,-1.7480821337269184e-01,1.1613356327280952e-01,6.2471077963213484e-01,-2.1593228795201749e-01,-7.1445602141913089e-01,1.5273319353588680e-01,2.6668204617713265e-01,1.8074922783733485e-02,1.5107051647826328e-01,-7.3615443074821638e-02,-3.4644950063923585e-01,1.1450324910798608e-01,3.8805264424774855e-01,-9.2626315471376217e-02,-2.1499763750900827e-01,2.9420183621812156e-02,1.7175163848058183e-02,-1.2312243115131608e-02,-7.5734464832500445e-02,3.1881656449301514e-02,1.3927093669741666e-01,-4.4762763821744891e-02,-1.5363402961749453e-01,3.8874678794270777e-02,1.0251726166423022e-01,-1.8646636185338468e-02,-2.9472981750505656e-02
M,-2,-1,0,1,2,-3,-2,-1,0,1,2,3,-4,-3,-2,-1,0,1,2,3,4,-5,-4,-3,-2,-1,0,1,2,3,4,5
L,2,2,2,2,2,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,4,5,5,5,5,5,5,5,5,5,5,5
# constraint,power
# norm_sq,1.2566370614359172e+01
# dEdt,1.0000000000000000e+00
# lambda_max,2.1803242990115757e+00
# Fx,-1.0105165711437468e-08
# Fy,2.1134742890266502e+00
# Fz,-5.3576158735356716e-01
# seeds_used,511
# best_fp_iters,467
# best_cg_iters,0
# spectral_bound_easy,4.0099128182971748e+00
# spectral_bound_tight,2.9904191683343915e+00
# spectral_bound_tight_est,2.9902031689273416e+00
# spectral_bound_tight_is_upper,0
# opt_gap_easy,1.8295885192855992e+00
# opt_gap_tight,8.1009486932281582e-01
# coeff_save_threshold,1.0000000000000000e-13
