A_re,0.618553998895,0.719256155959,0.796662006432,0.854966320186,0.896354658941,0.922151865823,0.933287117888,0.930513518215,0.914522506425,0.886007144373,0.845697992274,0.794383048852,0.732917758924,0.662228445837,0.583311162967,0.497227219378,0.405096216979,0.308087192002,0.207408306288,0.104295442583
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.618553998895,-0.719256155959,-0.796662006432,-0.854966320186,-0.896354658941,-0.922151865823,-0.933287117888,-0.930513518215,-0.914522506425,-0.886007144373,-0.845697992274,-0.794383048852,-0.732917758924,-0.662228445837,-0.583311162967,-0.497227219378,-0.405096216979,-0.308087192002,-0.207408306288,-0.104295442583
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21
# constraint,norm
# norm_sq,21.000000000000
# dEdt,1.671126902465
# lambda_max,1.661516534150
