A_re,0.480731987116,0.565473099601,0.636158934646,0.696383404439,0.748074017018,0.792385189513,0.830062198888,0.861614823909,0.887409646017,0.907723150992,0.922774179423,0.932744716183,0.937793716424,0.938066575406,0.933701763154,0.924835549057,0.911605399619,0.894152428584,0.872623152904,0.847170728157,0.817955785051,0.785146954032,0.748921141492,0.709463604819,0.666967862104,0.621635464219,0.573675651055,0.523304909499,0.470746447501,0.416229596300,0.359989151058,0.302264658854,0.243299661960,0.183340903508,0.122637502094,0.061440101331
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.480731987116,-0.565473099601,-0.636158934646,-0.696383404439,-0.748074017018,-0.792385189513,-0.830062198888,-0.861614823909,-0.887409646017,-0.907723150992,-0.922774179423,-0.932744716183,-0.937793716424,-0.938066575406,-0.933701763154,-0.924835549057,-0.911605399619,-0.894152428584,-0.872623152904,-0.847170728157,-0.817955785051,-0.785146954032,-0.748921141492,-0.709463604819,-0.666967862104,-0.621635464219,-0.573675651055,-0.523304909499,-0.470746447501,-0.416229596300,-0.359989151058,-0.302264658855,-0.243299661960,-0.183340903508,-0.122637502094,-0.061440101331
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37
# constraint,norm
# norm_sq,37.000000000000
# dEdt,2.944366447200
# lambda_max,2.938609194188
