A_re,0.254657289313,0.301183999156,0.341313202640,0.377063305747,0.409555505409,0.439487849545,0.467329015289,0.493411093382,0.517979100946,0.541219590790,0.563278224400,0.584271103113,0.604292369466,0.623419477003,0.641716946702,0.659239109183,0.676032148283,0.692135651743,0.707583806816,0.722406335254,0.736629233839,0.750275367634,0.763364950205,0.775915936009,0.787944343799,0.799464525275,0.810489389875,0.821030594149,0.831098702259,0.840703322826,0.849853226215,0.858556445567,0.866820364234,0.874651791787,0.882057030350,0.889041932720,0.895611953479,0.901772194089,0.907527442808,0.912882210129,0.917840760336,0.922407139670,0.926585201539,0.930378629136,0.933790955772,0.936825583193,0.939485798116,0.941774787188,0.943695650528,0.945251414022,0.946445040487,0.947279439830,0.947757478308,0.947881986960,0.947655769316,0.947081608426,0.946162273298,0.944900524777,0.943299120930,0.941360821971,0.939088394776,0.936484617005,0.933552280887,0.930294196677,0.926713195810,0.922812133800,0.918593892866,0.914061384343,0.909217550859,0.904065368330,0.898607847751,0.892848036826,0.886789021428,0.880433926911,0.873785919283,0.866848206236,0.859624038069,0.852116708476,0.844329555238,0.836265960800,0.827929352766,0.819323204283,0.810451034356,0.801316408067,0.791922936726,0.782274277940,0.772374135622,0.762226259922,0.751834447104,0.741202539356,0.730334424552,0.719234035946,0.707905351828,0.696352395118,0.684579232921,0.672589976035,0.660388778413,0.647979836582,0.635367389029,0.622555715543,0.609549136525,0.596352012256,0.582968742139,0.569403763906,0.555661552792,0.541746620683,0.527663515235,0.513416818962,0.499011148304,0.484451152663,0.469741513423,0.454886942940,0.439892183513,0.424762006335,0.409501210421,0.394114621520,0.378607091004,0.362983494743,0.347248731963,0.331407724088,0.315465413561,0.299426762660,0.283296752294,0.267080380785,0.250782662642,0.234408627319,0.217963317966,0.201451790164,0.184879110659,0.168250356073,0.151570611624,0.134844969821,0.118078529165,0.101276392832,0.084443667364,0.067585461336,0.050706884035,0.033813044126,0.016909048312
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.254657289313,-0.301183999156,-0.341313202640,-0.377063305747,-0.409555505409,-0.439487849545,-0.467329015289,-0.493411093382,-0.517979100946,-0.541219590790,-0.563278224400,-0.584271103113,-0.604292369466,-0.623419477003,-0.641716946702,-0.659239109183,-0.676032148283,-0.692135651743,-0.707583806816,-0.722406335254,-0.736629233839,-0.750275367634,-0.763364950205,-0.775915936009,-0.787944343799,-0.799464525275,-0.810489389875,-0.821030594149,-0.831098702259,-0.840703322826,-0.849853226215,-0.858556445567,-0.866820364234,-0.874651791787,-0.882057030350,-0.889041932720,-0.895611953479,-0.901772194089,-0.907527442808,-0.912882210129,-0.917840760336,-0.922407139670,-0.926585201539,-0.930378629136,-0.933790955772,-0.936825583193,-0.939485798116,-0.941774787188,-0.943695650528,-0.945251414022,-0.946445040487,-0.947279439830,-0.947757478308,-0.947881986960,-0.947655769316,-0.947081608426,-0.946162273298,-0.944900524777,-0.943299120930,-0.941360821971,-0.939088394776,-0.936484617005,-0.933552280888,-0.930294196677,-0.926713195810,-0.922812133800,-0.918593892866,-0.914061384343,-0.909217550859,-0.904065368330,-0.898607847751,-0.892848036826,-0.886789021428,-0.880433926911,-0.873785919283,-0.866848206236,-0.859624038069,-0.852116708477,-0.844329555238,-0.836265960800,-0.827929352766,-0.819323204283,-0.810451034356,-0.801316408067,-0.791922936726,-0.782274277940,-0.772374135622,-0.762226259922,-0.751834447104,-0.741202539356,-0.730334424552,-0.719234035946,-0.707905351828,-0.696352395118,-0.684579232921,-0.672589976035,-0.660388778413,-0.647979836582,-0.635367389029,-0.622555715543,-0.609549136525,-0.596352012256,-0.582968742139,-0.569403763906,-0.555661552792,-0.541746620683,-0.527663515235,-0.513416818962,-0.499011148304,-0.484451152663,-0.469741513423,-0.454886942940,-0.439892183513,-0.424762006335,-0.409501210421,-0.394114621520,-0.378607091004,-0.362983494743,-0.347248731963,-0.331407724088,-0.315465413561,-0.299426762660,-0.283296752294,-0.267080380785,-0.250782662642,-0.234408627319,-0.217963317966,-0.201451790164,-0.184879110659,-0.168250356073,-0.151570611624,-0.134844969821,-0.118078529165,-0.101276392832,-0.084443667364,-0.067585461336,-0.050706884035,-0.033813044126,-0.016909048312
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140
# constraint,norm
# norm_sq,140.000000000000
# dEdt,11.140846016433
# lambda_max,11.139236790721
