A_re,0.549885524451,0.640349135976,0.710682797265,0.764653912933,0.804224601774,0.830572710041,0.844505668022,0.846656343410,0.837585582735,0.817839507826,0.787982657821,0.748617176457,0.700393373762,0.644014632423,0.580238411802,0.509874441044,0.433780817685,0.352858507911,0.268044611379,0.180304670783,0.090624253710
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.549885524451,-0.640349135976,-0.710682797265,-0.764653912933,-0.804224601774,-0.830572710041,-0.844505668022,-0.846656343410,-0.837585582735,-0.817839507826,-0.787982657821,-0.748617176457,-0.700393373762,-0.644014632423,-0.580238411802,-0.509874441044,-0.433780817685,-0.352858507911,-0.268044611379,-0.180304670783,-0.090624253710
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.994731189625
