A_re,0.176223645544,0.208175595895,0.235542889989,0.259703983981,0.281418147130,0.301153344527,0.319220150609,0.335835808074,0.351158375801,0.365306437683,0.378371193985,0.390424248089,0.401522823239,0.411713374252,0.421034158369,0.429517109194,0.437189231013,0.444073655004,0.450190452054,0.455557267034,0.460189819896,0.464102305943,0.467307718676,0.469818112471,0.471644817935,0.472798619652,0.473289903748,0.473128780995,0.472325189933,0.470888983519,0.468830002102,0.466158134959,0.462883372182,0.459015848393,0.454565879469,0.449543993271,0.443960955179,0.437827789116,0.431155794631,0.423956560507,0.416241975309,0.408024235208,0.399315849378,0.390129643215,0.380478759599,0.370376658390,0.359837114316,0.348874213404,0.337502348083,0.325736211069,0.313590788129,0.301081349832,0.288223442341,0.275032877352,0.261525721219,0.247718283345,0.233627103893,0.219268940860,0.204660756582,0.189819703691,0.174763110593,0.159508466489,0.144073405987,0.128475693344,0.112733206356,0.096863919964,0.080885889562,0.064817234088,0.048676118890,0.032480738414,0.016249298741
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.176223645544,-0.208175595895,-0.235542889989,-0.259703983981,-0.281418147130,-0.301153344527,-0.319220150609,-0.335835808074,-0.351158375801,-0.365306437683,-0.378371193985,-0.390424248089,-0.401522823239,-0.411713374252,-0.421034158369,-0.429517109194,-0.437189231013,-0.444073655004,-0.450190452054,-0.455557267034,-0.460189819896,-0.464102305943,-0.467307718676,-0.469818112471,-0.471644817935,-0.472798619652,-0.473289903748,-0.473128780995,-0.472325189933,-0.470888983519,-0.468830002102,-0.466158134959,-0.462883372182,-0.459015848393,-0.454565879469,-0.449543993271,-0.443960955179,-0.437827789116,-0.431155794631,-0.423956560507,-0.416241975309,-0.408024235208,-0.399315849378,-0.390129643215,-0.380478759599,-0.370376658390,-0.359837114316,-0.348874213404,-0.337502348083,-0.325736211069,-0.313590788129,-0.301081349832,-0.288223442341,-0.275032877352,-0.261525721219,-0.247718283345,-0.233627103893,-0.219268940860,-0.204660756582,-0.189819703691,-0.174763110593,-0.159508466489,-0.144073405987,-0.128475693344,-0.112733206356,-0.096863919964,-0.080885889562,-0.064817234088,-0.048676118890,-0.032480738414,-0.016249298741
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.999464402290
