A_re,-0.952015382930,-1.071791470128,-1.135014953574,-1.147926683668,-1.114805210743,-1.039698002332,-0.927057085656,-0.781963677479,-0.610161843412,-0.417988304479,-0.212239621417
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,0.952015382930,1.071791470128,1.135014953574,1.147926683668,1.114805210743,1.039698002332,0.927057085656,0.781963677479,0.610161843412,0.417988304479,0.212239621417
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.983828601023
