A_re,0.068006981474,0.080447709097,0.091190049054,0.100774214775,0.109500719710,0.117556988190,0.125069116960,0.132126663783,0.138795878037,0.145127347246,0.151160695011,0.156927611047,0.162453884399,0.167760813432,0.172866211207,0.177785139643,0.182530456826,0.187113232448,0.191543068234,0.195828348616,0.199976439337,0.203993846625,0.207886346082,0.211659088045,0.215316684454,0.218863281046,0.222302617785,0.225638079795,0.228872740541,0.232009398670,0.235050609595,0.237998712719,0.240855855008,0.243624011492,0.246305003172,0.248900512718,0.251412098281,0.253841205698,0.256189179295,0.258457271497,0.260646651388,0.262758412364,0.264793578993,0.266753113180,0.268637919714,0.270448851286,0.272186713016,0.273852266570,0.275446233891,0.276969300600,0.278422119096,0.279805311386,0.281119471677,0.282365168749,0.283542948136,0.284653334130,0.285696831620,0.286673927796,0.287585093716,0.288430785757,0.289211446949,0.289927508226,0.290579389569,0.291167501079,0.291692243964,0.292154011467,0.292553189721,0.292890158547,0.293165292202,0.293378960068,0.293531527308,0.293623355463,0.293654803022,0.293626225949,0.293537978176,0.293390412067,0.293183878847,0.292918729013,0.292595312706,0.292213980068,0.291775081578,0.291278968357,0.290725992465,0.290116507168,0.289450867201,0.288729428999,0.287952550927,0.287120593485,0.286233919506,0.285292894338,0.284297886016,0.283249265416,0.282147406410,0.280992686000,0.279785484446,0.278526185387,0.277215175949,0.275852846849,0.274439592486,0.272975811032,0.271461904506,0.269898278850,0.268285343995,0.266623513919,0.264913206699,0.263154844564,0.261348853936,0.259495665464,0.257595714062,0.255649438931,0.253657283589,0.251619695883,0.249537128008,0.247410036517,0.245238882327,0.243024130722,0.240766251351,0.238465718230,0.236123009725,0.233738608551,0.231313001752,0.228846680687,0.226340141011,0.223793882649,0.221208409777,0.218584230790,0.215921858273,0.213221808969,0.210484603744,0.207710767551,0.204900829389,0.202055322262,0.199174783136,0.196259752894,0.193310776289,0.190328401892,0.187313182045,0.184265672806,0.181186433893,0.178076028632,0.174935023897,0.171763990048,0.168563500877,0.165334133540,0.162076468494,0.158791089436,0.155478583233,0.152139539853,0.148774552303,0.145384216551,0.141969131461,0.138529898717,0.135067122749,0.131581410663,0.128073372161,0.124543619466,0.120992767247,0.117421432534,0.113830234648,0.110219795111,0.106590737574,0.102943687728,0.099279273225,0.095598123596,0.091900870162,0.088188145955,0.084460585628,0.080718825371,0.076963502825,0.073195256992,0.069414728150,0.065622557765,0.061819388397,0.058005863618,0.054182627916,0.050350326608,0.046509605748,0.042661112037,0.038805492730,0.034943395546,0.031075468572,0.027202360178,0.023324718916,0.019443193432,0.015558432371,0.011671084283,0.007781797534,0.003891220204
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.068006981474,-0.080447709097,-0.091190049054,-0.100774214775,-0.109500719710,-0.117556988190,-0.125069116960,-0.132126663783,-0.138795878037,-0.145127347246,-0.151160695011,-0.156927611047,-0.162453884399,-0.167760813432,-0.172866211207,-0.177785139643,-0.182530456826,-0.187113232448,-0.191543068234,-0.195828348616,-0.199976439337,-0.203993846625,-0.207886346082,-0.211659088045,-0.215316684454,-0.218863281046,-0.222302617785,-0.225638079795,-0.228872740541,-0.232009398670,-0.235050609595,-0.237998712719,-0.240855855008,-0.243624011492,-0.246305003172,-0.248900512718,-0.251412098281,-0.253841205698,-0.256189179295,-0.258457271497,-0.260646651388,-0.262758412364,-0.264793578993,-0.266753113180,-0.268637919714,-0.270448851286,-0.272186713016,-0.273852266570,-0.275446233891,-0.276969300600,-0.278422119096,-0.279805311386,-0.281119471677,-0.282365168749,-0.283542948136,-0.284653334130,-0.285696831620,-0.286673927796,-0.287585093716,-0.288430785757,-0.289211446949,-0.289927508226,-0.290579389569,-0.291167501079,-0.291692243964,-0.292154011467,-0.292553189721,-0.292890158547,-0.293165292202,-0.293378960068,-0.293531527308,-0.293623355463,-0.293654803022,-0.293626225949,-0.293537978176,-0.293390412067,-0.293183878847,-0.292918729013,-0.292595312706,-0.292213980068,-0.291775081578,-0.291278968357,-0.290725992465,-0.290116507168,-0.289450867201,-0.288729428999,-0.287952550927,-0.287120593485,-0.286233919506,-0.285292894338,-0.284297886016,-0.283249265416,-0.282147406410,-0.280992686000,-0.279785484446,-0.278526185387,-0.277215175949,-0.275852846849,-0.274439592486,-0.272975811032,-0.271461904506,-0.269898278850,-0.268285343995,-0.266623513919,-0.264913206699,-0.263154844564,-0.261348853936,-0.259495665464,-0.257595714062,-0.255649438931,-0.253657283589,-0.251619695883,-0.249537128008,-0.247410036517,-0.245238882327,-0.243024130722,-0.240766251351,-0.238465718230,-0.236123009725,-0.233738608551,-0.231313001752,-0.228846680687,-0.226340141011,-0.223793882649,-0.221208409777,-0.218584230790,-0.215921858273,-0.213221808969,-0.210484603744,-0.207710767551,-0.204900829389,-0.202055322262,-0.199174783136,-0.196259752894,-0.193310776289,-0.190328401892,-0.187313182045,-0.184265672806,-0.181186433893,-0.178076028632,-0.174935023897,-0.171763990048,-0.168563500877,-0.165334133540,-0.162076468494,-0.158791089436,-0.155478583233,-0.152139539853,-0.148774552303,-0.145384216551,-0.141969131461,-0.138529898717,-0.135067122749,-0.131581410663,-0.128073372161,-0.124543619466,-0.120992767247,-0.117421432534,-0.113830234648,-0.110219795111,-0.106590737574,-0.102943687728,-0.099279273225,-0.095598123596,-0.091900870162,-0.088188145955,-0.084460585628,-0.080718825371,-0.076963502825,-0.073195256992,-0.069414728150,-0.065622557765,-0.061819388397,-0.058005863618,-0.054182627916,-0.050350326608,-0.046509605748,-0.042661112037,-0.038805492730,-0.034943395546,-0.031075468572,-0.027202360178,-0.023324718916,-0.019443193432,-0.015558432371,-0.011671084283,-0.007781797534,-0.003891220204
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.999920312847
