A_re,1.341061557096,1.428188828782,1.393644956986,1.252465913387,1.021238946515,0.719793404219,0.371037398109
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.341061557096,-1.428188828782,-1.393644956986,-1.252465913387,-1.021238946515,-0.719793404219,-0.371037398109
M,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.966687660934
