A_re,-1.217253025398,-1.323293042864,-1.331995186252,-1.254102257158,-1.100188160432,-0.882566688926,-0.615646959076,-0.315649588347
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,1.217253025398,1.323293042864,1.331995186252,1.254102257158,1.100188160432,0.882566688926,0.615646959076,0.315649588347
M,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.972926395771
