A_re,0.210585052813,0.248595596926,0.281017290029,0.309484897388,0.334894593541,0.357795673958,0.378550464815,0.397410779302,0.414558652558,0.430129839170,0.444228220542,0.456935077513,0.468315298561,0.478421674831,0.487297954840,0.494981068854,0.501502781820,0.506890943405,0.511170447861,0.514363980867,0.516492607305,0.517576238388,0.517634005960,0.516684564445,0.514746335682,0.511837708196,0.507977199680,0.503183589508,0.497476026567,0.490874116600,0.483397992367,0.475068369291,0.465906588737,0.455934650676,0.445175237166,0.433651727842,0.421388208403,0.408409472928,0.394741020715,0.380409048253,0.365440436829,0.349862736221,0.333704144858,0.316993486788,0.299760185762,0.282034236682,0.263846174685,0.245227042041,0.226208353111,0.206822057500,0.187100501619,0.167076388778,0.146782737981,0.126252841555,0.105520221745,0.084618586407,0.063581783908,0.042443757366,0.021238498327
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.210585052813,-0.248595596926,-0.281017290029,-0.309484897388,-0.334894593541,-0.357795673958,-0.378550464815,-0.397410779302,-0.414558652558,-0.430129839170,-0.444228220542,-0.456935077513,-0.468315298561,-0.478421674831,-0.487297954840,-0.494981068854,-0.501502781820,-0.506890943405,-0.511170447861,-0.514363980867,-0.516492607305,-0.517576238388,-0.517634005960,-0.516684564445,-0.514746335682,-0.511837708196,-0.507977199680,-0.503183589508,-0.497476026567,-0.490874116600,-0.483397992367,-0.475068369291,-0.465906588737,-0.455934650676,-0.445175237166,-0.433651727842,-0.421388208403,-0.408409472928,-0.394741020715,-0.380409048253,-0.365440436829,-0.349862736221,-0.333704144858,-0.316993486788,-0.299760185762,-0.282034236682,-0.263846174685,-0.245227042041,-0.226208353111,-0.206822057500,-0.187100501619,-0.167076388778,-0.146782737981,-0.126252841555,-0.105520221745,-0.084618586407,-0.063581783908,-0.042443757366,-0.021238498327
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.999234788419
