A_re,-1.114035561966,-1.229371190952,-1.265035718592,-1.229451569128,-1.129905302420,-0.974455184511,-0.772487645453,-0.534739371351,-0.273055483404
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,1.114035561966,1.229371190952,1.265035718592,1.229451569128,1.129905302420,0.974455184511,0.772487645453,0.534739371351,0.273055483404
M,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.977550905359
