A_re,0.661893826047,0.765133754890,0.840688019313,0.892896381403,0.924053296180,0.935636508926,0.928801712993,0.904612937650,0.864158887161,0.808613074547,0.739263153661,0.657521803684,0.564925714244,0.463126428478,0.353875375991,0.239004663455,0.120404764049
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.661893826047,-0.765133754890,-0.840688019313,-0.892896381403,-0.924053296180,-0.935636508926,-0.928801712993,-0.904612937650,-0.864158887161,-0.808613074547,-0.739263153661,-0.657521803684,-0.564925714244,-0.463126428478,-0.353875375991,-0.239004663455,-0.120404764049
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.992326172232
