A_re,0.736851639365,0.846878211012,0.923139873820,0.970365816856,0.991142964793,0.987282212022,0.960363489438,0.911983709003,0.843875057411,0.757958173820,0.656358690706,0.541401169051,0.415588068669,0.281568348071,0.142098748553
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.736851639365,-0.846878211012,-0.923139873820,-0.970365816856,-0.991142964793,-0.987282212022,-0.960363489438,-0.911983709003,-0.843875057411,-0.757958173820,-0.656358690706,-0.541401169051,-0.415588068669,-0.281568348071,-0.142098748553
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.990450851993
