A_re,1.492024473650,1.542791946813,1.437581820582,1.199964354376,0.858100220243,0.445590496529
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.492024473650,-1.542791946813,-1.437581820582,-1.199964354376,-0.858100220243,-0.445590496529
M,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.957970462513
