A_re,0.453793414188,0.531176808420,0.593645871324,0.644440071585,0.685260893292,0.717114565229,0.740654614688,0.756344826199,0.764545479116,0.765562581702,0.759677550937,0.747165780373,0.728308500442,0.703400373677,0.672754250342,0.636703953987,0.595605648701,0.549838151337,0.499802436492,0.445920509381,0.388633774879,0.328401000252,0.265695948440,0.201004744744,0.134823030063,0.067652946963
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.453793414188,-0.531176808420,-0.593645871324,-0.644440071585,-0.685260893292,-0.717114565229,-0.740654614688,-0.756344826199,-0.764545479116,-0.765562581702,-0.759677550937,-0.747165780373,-0.728308500442,-0.703400373677,-0.672754250342,-0.636703953987,-0.595605648701,-0.549838151337,-0.499802436492,-0.445920509381,-0.388633774879,-0.328401000252,-0.265695948440,-0.201004744744,-0.134823030063,-0.067652946963
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27
# constraint,power
# norm_sq,18.095573684677
# dEdt,1.000000000000
# lambda_max,0.996424897037
