A_re,-0.828157380148,-0.913896162284,-0.940408638889,-0.913955914218,-0.839954707923,-0.724395414499,-0.574255765701,-0.397517253451,-0.202985363745
A_im,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,0.828157380148,0.913896162284,0.940408638889,0.913955914218,0.839954707923,0.724395414499,0.574255765701,0.397517253451,0.202985363745
M,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10
# constraint,norm
# norm_sq,10.000000000000
# dEdt,0.982437920320
# lambda_max,0.960383078468
