A_re,0.227623818633,0.269253970718,0.305193198639,0.337248884726,0.366426180138,0.393351772307,0.418447126286,0.442011447363,0.464265959627,0.485379495405,0.505484216351,0.524685752630,0.543070006147,0.560707868155,0.577658582901,0.593972203730,0.609691423931,0.624852966401,0.639488655385,0.653626254853,0.667290132696,0.680501792999,0.693280307013,0.705642665432,0.717604068812,0.729178168908,0.740377270681,0.751212502520,0.761693960578,0.771830831875,0.781631499843,0.791103635286,0.800254275135,0.809089890938,0.817616448665,0.825839461147,0.833764034209,0.841394907404,0.848736490104,0.855792893566,0.862567959509,0.869065285662,0.875288248647,0.881240024542,0.886923607404,0.892341825973,0.897497358794,0.902392747922,0.907030411361,0.911412654391,0.915541679888,0.919419597753,0.923048433524,0.926430136280,0.929566585880,0.932459599615,0.935110938333,0.937522312073,0.939695385265,0.941631781526,0.943333088098,0.944800859949,0.946036623574,0.947041880510,0.947818110610,0.948366775065,0.948689319228,0.948787175226,0.948661764396,0.948314499547,0.947746787075,0.946960028916,0.945955624385,0.944734971874,0.943299470442,0.941650521295,0.939789529164,0.937717903594,0.935437060138,0.932948421474,0.930253418445,0.927353491026,0.924250089222,0.920944673905,0.917438717590,0.913733705158,0.909831134518,0.905732517231,0.901439379076,0.896953260577,0.892275717491,0.887408321245,0.882352659349,0.877110335765,0.871682971242,0.866072203622,0.860279688113,0.854307097537,0.848156122541,0.841828471792,0.835325872142,0.828650068767,0.821802825285,0.814785923853,0.807601165241,0.800250368887,0.792735372934,0.785058034241,0.777220228388,0.769223849657,0.761070810993,0.752763043957,0.744302498662,0.735691143689,0.726930965995,0.718023970806,0.708972181494,0.699777639446,0.690442403918,0.680968551876,0.671358177833,0.661613393663,0.651736328415,0.641729128115,0.631593955552,0.621332990062,0.610948427299,0.600442478998,0.589817372728,0.579075351639,0.568218674204,0.557249613940,0.546170459141,0.534983512586,0.523691091253,0.512295526017,0.500799161347,0.489204354994,0.477513477675,0.465728912750,0.453853055889,0.441888314745,0.429837108608,0.417701868061,0.405485034634,0.393189060444,0.380816407839,0.368369549033,0.355850965738,0.343263148791,0.330608597780,0.317889820661,0.305109333374,0.292269659459,0.279373329661,0.266422881538,0.253420859066,0.240369812233,0.227272296642,0.214130873100,0.200948107216,0.187726568983,0.174468832369,0.161177474903,0.147855077255,0.134504222816,0.121127497280,0.107727488220,0.094306784660,0.080867976655,0.067413654862,0.053946410107,0.040468832963,0.026983513312,0.013493039920
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.227623818633,-0.269253970718,-0.305193198639,-0.337248884726,-0.366426180138,-0.393351772307,-0.418447126286,-0.442011447363,-0.464265959627,-0.485379495405,-0.505484216351,-0.524685752630,-0.543070006147,-0.560707868155,-0.577658582901,-0.593972203730,-0.609691423931,-0.624852966401,-0.639488655385,-0.653626254853,-0.667290132696,-0.680501792999,-0.693280307013,-0.705642665432,-0.717604068812,-0.729178168908,-0.740377270681,-0.751212502520,-0.761693960578,-0.771830831875,-0.781631499843,-0.791103635286,-0.800254275135,-0.809089890938,-0.817616448665,-0.825839461147,-0.833764034209,-0.841394907404,-0.848736490104,-0.855792893566,-0.862567959509,-0.869065285662,-0.875288248647,-0.881240024542,-0.886923607404,-0.892341825973,-0.897497358794,-0.902392747922,-0.907030411361,-0.911412654391,-0.915541679888,-0.919419597753,-0.923048433524,-0.926430136280,-0.929566585880,-0.932459599615,-0.935110938333,-0.937522312073,-0.939695385265,-0.941631781526,-0.943333088098,-0.944800859950,-0.946036623574,-0.947041880510,-0.947818110610,-0.948366775065,-0.948689319228,-0.948787175226,-0.948661764396,-0.948314499547,-0.947746787075,-0.946960028916,-0.945955624385,-0.944734971874,-0.943299470442,-0.941650521295,-0.939789529164,-0.937717903594,-0.935437060138,-0.932948421474,-0.930253418445,-0.927353491026,-0.924250089222,-0.920944673905,-0.917438717590,-0.913733705158,-0.909831134518,-0.905732517231,-0.901439379076,-0.896953260577,-0.892275717491,-0.887408321245,-0.882352659349,-0.877110335765,-0.871682971242,-0.866072203622,-0.860279688113,-0.854307097537,-0.848156122541,-0.841828471792,-0.835325872143,-0.828650068767,-0.821802825285,-0.814785923853,-0.807601165241,-0.800250368887,-0.792735372934,-0.785058034241,-0.777220228388,-0.769223849657,-0.761070810993,-0.752763043957,-0.744302498662,-0.735691143689,-0.726930965995,-0.718023970806,-0.708972181494,-0.699777639446,-0.690442403918,-0.680968551876,-0.671358177833,-0.661613393663,-0.651736328415,-0.641729128115,-0.631593955552,-0.621332990062,-0.610948427299,-0.600442478998,-0.589817372728,-0.579075351639,-0.568218674204,-0.557249613940,-0.546170459141,-0.534983512586,-0.523691091253,-0.512295526017,-0.500799161347,-0.489204354994,-0.477513477675,-0.465728912750,-0.453853055889,-0.441888314745,-0.429837108608,-0.417701868061,-0.405485034634,-0.393189060444,-0.380816407839,-0.368369549033,-0.355850965738,-0.343263148791,-0.330608597780,-0.317889820661,-0.305109333374,-0.292269659459,-0.279373329661,-0.266422881538,-0.253420859066,-0.240369812233,-0.227272296642,-0.214130873100,-0.200948107216,-0.187726568983,-0.174468832369,-0.161177474903,-0.147855077255,-0.134504222816,-0.121127497280,-0.107727488220,-0.094306784660,-0.080867976655,-0.067413654862,-0.053946410107,-0.040468832963,-0.026983513312,-0.013493039920
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176
# constraint,norm
# norm_sq,176.000000000000
# dEdt,17.290907397638
# lambda_max,17.289320292927
