A_re,0.271283123235,0.320806838924,0.363489199626,0.401477306377,0.435962734642,0.467686514487,0.497145528180,0.524691326077,0.550582851457,0.575016901647,0.598146835685,0.620094635226,0.640958994054,0.660820925332,0.679747757834,0.697796052657,0.715013776416,0.731441949970,0.747115919351,0.762066349459,0.776320010912,0.789900410286,0.802828300143,0.815122095697,0.826798218138,0.837871379754,0.848354822450,0.858260518612,0.867599341307,0.876381209339,0.884615211523,0.892309713685,0.899472451225,0.906110609522,0.912230894065,0.917839591860,0.922942625367,0.927545600053,0.931653846430,0.935272457322,0.938406321005,0.941060150725,0.943238511076,0.944945841594,0.946186477921,0.946964670816,0.947284603248,0.947150405802,0.946566170565,0.945535963670,0.944063836619,0.942153836526,0.939810015375,0.937036438396,0.933837191641,0.930216388828,0.926178177531,0.921726744764,0.916866322016,0.911601189781,0.905935681628,0.899874187846,0.893421158700,0.886581107320,0.879358612264,0.871758319769,0.863784945710,0.855443277305,0.846738174558,0.837674571479,0.828257477087,0.818491976206,0.808383230075,0.797936476780,0.787157031521,0.776050286709,0.764621711935,0.752876853781,0.740821335506,0.728460856610,0.715801192271,0.702848192680,0.689607782260,0.676085958788,0.662288792427,0.648222424651,0.633893067101,0.619307000348,0.604470572575,0.589390198195,0.574072356387,0.558523589566,0.542750501792,0.526759757116,0.510558077860,0.494152242852,0.477549085593,0.460755492392,0.443778400428,0.426624795790,0.409301711451,0.391816225219,0.374175457629,0.356386569816,0.338456761337,0.320393267964,0.302203359447,0.283894337246,0.265473532229,0.246948302346,0.228326030284,0.209614121085,0.190819999754,0.171951108838,0.153014905992,0.134018861523,0.114970455921,0.095877177372,0.076746519261,0.057585977661,0.038403048814,0.019205226601
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.271283123235,-0.320806838924,-0.363489199626,-0.401477306377,-0.435962734642,-0.467686514487,-0.497145528180,-0.524691326077,-0.550582851457,-0.575016901647,-0.598146835685,-0.620094635226,-0.640958994054,-0.660820925332,-0.679747757834,-0.697796052657,-0.715013776416,-0.731441949970,-0.747115919351,-0.762066349459,-0.776320010912,-0.789900410286,-0.802828300143,-0.815122095697,-0.826798218138,-0.837871379754,-0.848354822450,-0.858260518612,-0.867599341307,-0.876381209339,-0.884615211523,-0.892309713685,-0.899472451225,-0.906110609522,-0.912230894065,-0.917839591860,-0.922942625367,-0.927545600053,-0.931653846430,-0.935272457322,-0.938406321005,-0.941060150725,-0.943238511076,-0.944945841594,-0.946186477921,-0.946964670816,-0.947284603248,-0.947150405802,-0.946566170565,-0.945535963670,-0.944063836619,-0.942153836526,-0.939810015375,-0.937036438396,-0.933837191641,-0.930216388828,-0.926178177531,-0.921726744764,-0.916866322016,-0.911601189781,-0.905935681628,-0.899874187846,-0.893421158700,-0.886581107320,-0.879358612264,-0.871758319769,-0.863784945710,-0.855443277305,-0.846738174558,-0.837674571479,-0.828257477087,-0.818491976206,-0.808383230075,-0.797936476780,-0.787157031521,-0.776050286709,-0.764621711935,-0.752876853781,-0.740821335506,-0.728460856610,-0.715801192271,-0.702848192680,-0.689607782260,-0.676085958788,-0.662288792427,-0.648222424651,-0.633893067101,-0.619307000348,-0.604470572575,-0.589390198195,-0.574072356387,-0.558523589566,-0.542750501792,-0.526759757116,-0.510558077860,-0.494152242852,-0.477549085593,-0.460755492392,-0.443778400428,-0.426624795790,-0.409301711451,-0.391816225219,-0.374175457629,-0.356386569816,-0.338456761337,-0.320393267964,-0.302203359447,-0.283894337246,-0.265473532229,-0.246948302346,-0.228326030284,-0.209614121085,-0.190819999754,-0.171951108838,-0.153014905992,-0.134018861523,-0.114970455921,-0.095877177372,-0.076746519261,-0.057585977661,-0.038403048814,-0.019205226601
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
# constraint,norm
# norm_sq,123.000000000000
# dEdt,12.083986419940
# lambda_max,12.081731635981
