A_re,-0.775261845783,-0.872800007568,-0.924285262273,-0.934799768534,-0.907827710419,-0.846665092600,-0.754937367881,-0.636782361722,-0.496877682264,-0.340383559190,-0.172834686916
A_im,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,0.775261845783,0.872800007568,0.924285262273,0.934799768534,0.907827710419,0.846665092600,0.754937367881,0.636782361722,0.496877682264,0.340383559190,0.172834686916
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12
# constraint,norm
# norm_sq,12.000000000000
# dEdt,1.178925504384
# lambda_max,1.159860629689
