A_re,0.660143580867,0.763110512470,0.838464988828,0.890535296398,0.921609822976,0.933162406244,0.926345683556,0.902220870567,0.861873792683,0.806474859806,0.737308320846,0.655783119439,0.563431881745,0.461901783728,0.352939623690,0.238372663663,0.120086377852
A_im,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.660143580867,-0.763110512470,-0.838464988828,-0.890535296398,-0.921609822976,-0.933162406244,-0.926345683556,-0.902220870567,-0.861873792683,-0.806474859806,-0.737308320846,-0.655783119439,-0.563431881745,-0.461901783728,-0.352939623690,-0.238372663663,-0.120086377852
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
# constraint,norm
# norm_sq,18.000000000000
# dEdt,1.768388256577
# lambda_max,1.754817949669
