A_re,0.573482996672,0.670130945926,0.747214473185,0.808768478787,0.856902838540,0.892867314198,0.917484057228,0.931353076390,0.934960685378,0.928741099713,0.913113212201,0.888503201190,0.855358529913,0.814156421547,0.765408613941,0.709663499015,0.647506353215,0.579558129635,0.506473138495,0.428935852504,0.347657015814,0.263369197465,0.176821905008,0.088776356854
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.573482996672,-0.670130945926,-0.747214473185,-0.808768478787,-0.856902838540,-0.892867314198,-0.917484057228,-0.931353076390,-0.934960685378,-0.928741099713,-0.913113212201,-0.888503201190,-0.855358529913,-0.814156421547,-0.765408613941,-0.709663499015,-0.647506353215,-0.579558129635,-0.506473138495,-0.428935852504,-0.347657015814,-0.263369197465,-0.176821905008,-0.088776356854
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
# constraint,norm
# norm_sq,25.000000000000
# dEdt,2.456094800801
# lambda_max,2.445931825168
