A_re,0.351515315069,0.415250234750,0.469840088322,0.518034497992,0.561347986811,0.600714010080,0.636752074170,0.669895515566,0.700459616120,0.728680916472,0.754741334833,0.778783699282,0.800922153680,0.821249361979,0.839841636332,0.856762675066,0.872066343935,0.885798782966,0.898000027787,0.908705274819,0.917945880833,0.925750161361,0.932144034688,0.937151545816,0.940795296032,0.943096797472,0.944076767460,0.943755374068,0.942152441814,0.939287624505,0.935180550797,0.929850946942,0.923318740292,0.915604146492,0.906727742741,0.896710529082,0.885573979341,0.873340083066,0.860031379592,0.845670985199,0.830282614143,0.813890594265,0.796519877757,0.778196047582,0.758945319995,0.738794543529,0.717771194792,0.695903371344,0.673219781926,0.649749734266,0.625523120646,0.600570401442,0.574922586765,0.548611216382,0.521668338034,0.494126484275,0.466018647953,0.437378256441,0.408239144699,0.378635527279,0.348601969351,0.318173356822,0.287384865649,0.256271930393,0.224870212104,0.193215565595,0.161344006171,0.129291675883,0.097094809356,0.064789699260,0.032412661473
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.351515315069,-0.415250234750,-0.469840088322,-0.518034497992,-0.561347986811,-0.600714010080,-0.636752074170,-0.669895515566,-0.700459616120,-0.728680916472,-0.754741334833,-0.778783699282,-0.800922153680,-0.821249361979,-0.839841636332,-0.856762675066,-0.872066343935,-0.885798782966,-0.898000027787,-0.908705274819,-0.917945880833,-0.925750161361,-0.932144034688,-0.937151545816,-0.940795296032,-0.943096797472,-0.944076767460,-0.943755374068,-0.942152441814,-0.939287624505,-0.935180550797,-0.929850946942,-0.923318740292,-0.915604146492,-0.906727742741,-0.896710529082,-0.885573979341,-0.873340083066,-0.860031379592,-0.845670985199,-0.830282614143,-0.813890594265,-0.796519877757,-0.778196047582,-0.758945319995,-0.738794543529,-0.717771194792,-0.695903371344,-0.673219781926,-0.649749734266,-0.625523120646,-0.600570401442,-0.574922586765,-0.548611216382,-0.521668338034,-0.494126484275,-0.466018647953,-0.437378256441,-0.408239144699,-0.378635527279,-0.348601969351,-0.318173356822,-0.287384865649,-0.256271930393,-0.224870212104,-0.193215565595,-0.161344006171,-0.129291675883,-0.097094809356,-0.064789699260,-0.032412661473
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72
# constraint,norm
# norm_sq,72.000000000000
# dEdt,7.073553026306
# lambda_max,7.069764447507
