A_re,0.257369867581,0.304386394620,0.344933542164,0.381050776615,0.413870835047,0.444098830593,0.472208090210,0.498533923657,0.523323660735,0.546765563033,0.569006582292,0.590163810831,0.610332162688,0.629589698608,0.648001421699,0.665622048184,0.682498072196,0.698669332517,0.714170220521,0.729030624780,0.743276679185,0.756931362263,0.770014982287,0.782545573650,0.794539223539,0.806010343288,0.816971895440,0.827435584991,0.837412021508,0.846910857321,0.855940905961,0.864510244187,0.872626300268,0.880295930724,0.887525487294,0.894320875613,0.900687606794,0.906630842944,0.912155437443,0.917265970702,0.921966781990,0.926261997846,0.930155557497,0.933651235657,0.936752663016,0.939463344698,0.941786676905,0.943725961978,0.945284422020,0.946465211258,0.947271427259,0.947706121136,0.947772306829,0.947472969568,0.946811073583,0.945789569142,0.944411398976,0.942679504149,0.940596829417,0.938166328129,0.935390966702,0.932273728706,0.928817618600,0.925025665137,0.920900924462,0.916446482945,0.911665459745,0.906561009139,0.901136322636,0.895394630881,0.889339205365,0.882973359965,0.876300452315,0.869323885016,0.862047106713,0.854473613025,0.846606947351,0.838450701561,0.830008516563,0.821284082778,0.812281140501,0.803003480175,0.793454942575,0.783639418905,0.773560850812,0.763223230335,0.752630599764,0.741787051446,0.730696727520,0.719363819583,0.707792568309,0.695987263002,0.683952241098,0.671691887614,0.659210634554,0.646512960255,0.633603388702,0.620486488794,0.607166873563,0.593649199362,0.579938165013,0.566038510916,0.551955018126,0.537692507392,0.523255838175,0.508649907620,0.493879649511,0.478950033195,0.463866062474,0.448632774477,0.433255238505,0.417738554854,0.402087853611,0.386308293437,0.370405060318,0.354383366305,0.338248448234,0.322005566426,0.305660003370,0.289217062390,0.272682066300,0.256060356040,0.239357289303,0.222578239140,0.205728592568,0.188813749152,0.171839119584,0.154810124249,0.137732191785,0.120610757634,0.103451262579,0.086259151284,0.069039870818,0.051798869180,0.034541593816,0.017273490132
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.257369867581,-0.304386394620,-0.344933542164,-0.381050776615,-0.413870835047,-0.444098830593,-0.472208090210,-0.498533923657,-0.523323660735,-0.546765563033,-0.569006582292,-0.590163810831,-0.610332162688,-0.629589698608,-0.648001421699,-0.665622048184,-0.682498072196,-0.698669332517,-0.714170220521,-0.729030624780,-0.743276679185,-0.756931362263,-0.770014982287,-0.782545573650,-0.794539223539,-0.806010343288,-0.816971895440,-0.827435584991,-0.837412021508,-0.846910857321,-0.855940905961,-0.864510244187,-0.872626300268,-0.880295930724,-0.887525487294,-0.894320875613,-0.900687606794,-0.906630842944,-0.912155437443,-0.917265970702,-0.921966781990,-0.926261997846,-0.930155557497,-0.933651235657,-0.936752663016,-0.939463344698,-0.941786676905,-0.943725961978,-0.945284422020,-0.946465211258,-0.947271427259,-0.947706121136,-0.947772306829,-0.947472969568,-0.946811073583,-0.945789569142,-0.944411398976,-0.942679504149,-0.940596829417,-0.938166328129,-0.935390966702,-0.932273728706,-0.928817618600,-0.925025665137,-0.920900924462,-0.916446482945,-0.911665459745,-0.906561009139,-0.901136322636,-0.895394630881,-0.889339205365,-0.882973359965,-0.876300452315,-0.869323885016,-0.862047106713,-0.854473613025,-0.846606947351,-0.838450701561,-0.830008516563,-0.821284082778,-0.812281140501,-0.803003480175,-0.793454942575,-0.783639418905,-0.773560850812,-0.763223230335,-0.752630599764,-0.741787051446,-0.730696727520,-0.719363819583,-0.707792568309,-0.695987263002,-0.683952241098,-0.671691887614,-0.659210634554,-0.646512960255,-0.633603388702,-0.620486488794,-0.607166873563,-0.593649199362,-0.579938165013,-0.566038510916,-0.551955018126,-0.537692507392,-0.523255838175,-0.508649907620,-0.493879649511,-0.478950033195,-0.463866062474,-0.448632774477,-0.433255238505,-0.417738554854,-0.402087853611,-0.386308293437,-0.370405060318,-0.354383366305,-0.338248448234,-0.322005566426,-0.305660003370,-0.289217062390,-0.272682066300,-0.256060356040,-0.239357289303,-0.222578239140,-0.205728592568,-0.188813749152,-0.171839119584,-0.154810124249,-0.137732191785,-0.120610757634,-0.103451262579,-0.086259151284,-0.069039870818,-0.051798869180,-0.034541593816,-0.017273490132
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137
# constraint,norm
# norm_sq,137.000000000000
# dEdt,13.459399508389
# lambda_max,13.457370232611
