A_re,0.081090566451,0.095874247249,0.108600249750,0.119908886729,0.130154979185,0.139558788242,0.148267695292,0.156385727096,0.163989306319,0.171136349245,0.177871851854,0.184231490302,0.190244035223,0.195933024761,0.201317956595,0.206415157713,0.211238432278,0.215799553001,0.220108639803,0.224174455776,0.228004641477,0.231605902516,0.234984161305,0.238144680992,0.241092167519,0.243830854352,0.246364573313,0.248696814193,0.250830775231,0.252769406092,0.254515444652,0.256071448633,0.257439822932,0.258622843312,0.259622677037,0.260441400890,0.261081016957,0.261543466504,0.261830642191,0.261944398860,0.261886563082,0.261658941601,0.261263328842,0.260701513572,0.259975284815,0.259086437124,0.258036775257,0.256828118336,0.255462303551,0.253941189424,0.252266658723,0.250440621015,0.248465014922,0.246341810101,0.244073008960,0.241660648147,0.239106799834,0.236413572794,0.233583113305,0.230617605896,0.227519273927,0.224290380039,0.220933226469,0.217450155247,0.213843548270,0.210115827289,0.206269453777,0.202306928718,0.198230792308,0.194043623569,0.189748039894,0.185346696513,0.180842285900,0.176237537110,0.171535215057,0.166738119736,0.161849085393,0.156870979642,0.151806702533,0.146659185580,0.141431390740,0.136126309353,0.130746961049,0.125296392611,0.119777676805,0.114193911185,0.108548216857,0.102843737224,0.097083636694,0.091271099369,0.085409327712,0.079501541182,0.073550974858,0.067560878039,0.061534512826,0.055475152686,0.049386081004,0.043270589617,0.037131977338,0.030973548464,0.024798611283,0.018610476556,0.012412456009,0.006207860801
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.081090566451,-0.095874247249,-0.108600249750,-0.119908886729,-0.130154979185,-0.139558788242,-0.148267695292,-0.156385727096,-0.163989306319,-0.171136349245,-0.177871851854,-0.184231490302,-0.190244035223,-0.195933024761,-0.201317956595,-0.206415157713,-0.211238432278,-0.215799553001,-0.220108639803,-0.224174455776,-0.228004641477,-0.231605902516,-0.234984161305,-0.238144680992,-0.241092167519,-0.243830854352,-0.246364573313,-0.248696814193,-0.250830775231,-0.252769406092,-0.254515444652,-0.256071448633,-0.257439822932,-0.258622843312,-0.259622677037,-0.260441400890,-0.261081016957,-0.261543466504,-0.261830642191,-0.261944398860,-0.261886563082,-0.261658941601,-0.261263328842,-0.260701513572,-0.259975284815,-0.259086437124,-0.258036775257,-0.256828118336,-0.255462303551,-0.253941189424,-0.252266658723,-0.250440621015,-0.248465014922,-0.246341810101,-0.244073008960,-0.241660648147,-0.239106799834,-0.236413572794,-0.233583113305,-0.230617605896,-0.227519273927,-0.224290380039,-0.220933226469,-0.217450155247,-0.213843548270,-0.210115827289,-0.206269453777,-0.202306928718,-0.198230792308,-0.194043623569,-0.189748039894,-0.185346696513,-0.180842285900,-0.176237537110,-0.171535215057,-0.166738119736,-0.161849085393,-0.156870979642,-0.151806702533,-0.146659185580,-0.141431390740,-0.136126309353,-0.130746961049,-0.125296392611,-0.119777676805,-0.114193911185,-0.108548216857,-0.102843737224,-0.097083636694,-0.091271099369,-0.085409327712,-0.079501541182,-0.073550974858,-0.067560878039,-0.061534512826,-0.055475152686,-0.049386081004,-0.043270589617,-0.037131977338,-0.030973548464,-0.024798611283,-0.018610476556,-0.012412456009,-0.006207860801
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.999744982792
