A_re,-0.742690374644,-0.819580793968,-0.843357145728,-0.819634379419,-0.753270201613,-0.649636789674,-0.514991763635,-0.356492914234,-0.182036988936
A_im,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,0.742690374644,0.819580793968,0.843357145728,0.819634379419,0.753270201613,0.649636789674,0.514991763635,0.356492914234,0.182036988936
M,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.977550905359
