A_re,0.520692646207,0.596210006909,0.646545927995,0.675017641953,0.683497206990,0.673375576935,0.645943999240,0.602563646299,0.544741994781,0.474161698426,0.392682260665,0.302324651501,0.205244539094,0.103697686629
A_im,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.520692646207,-0.596210006909,-0.646545927995,-0.675017641953,-0.683497206990,-0.673375576935,-0.645943999240,-0.602563646299,-0.544741994781,-0.474161698426,-0.392682260665,-0.302324651501,-0.205244539094,-0.103697686629
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.989243032156
