A_re,0.811502016932,0.882195361909,0.887996790835,0.836068171439,0.733458773621,0.588377792618,0.410431306051,0.210433058898
A_im,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.811502016932,-0.882195361909,-0.887996790835,-0.836068171439,-0.733458773621,-0.588377792618,-0.410431306051,-0.210433058898
M,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.972926395771
