A_re,0.313488913923,0.366650863435,0.409324421841,0.443731948205,0.471038029222,0.491931625187,0.506862609733,0.516154226982,0.520062535514,0.518810270426,0.512607171829,0.501662607832,0.486193532386,0.466429464449,0.442615473527,0.415013773480,0.383904307701,0.349584579150,0.312368899481,0.272587181671,0.230583368587,0.186713568909,0.141343957833,0.094848490403,0.047606468772
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.313488913923,-0.366650863435,-0.409324421841,-0.443731948205,-0.471038029222,-0.491931625187,-0.506862609733,-0.516154226982,-0.520062535514,-0.518810270426,-0.512607171829,-0.501662607832,-0.486193532386,-0.466429464449,-0.442615473527,-0.415013773480,-0.383904307701,-0.349584579150,-0.312368899481,-0.272587181671,-0.230583368587,-0.186713568909,-0.141343957833,-0.094848490403,-0.047606468772
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.996158953283
