A_re,0.419890869512,0.486481637138,0.536175593009,0.571757775547,0.594688783933,0.605884310192,0.606029794473,0.595727901966,0.575574084728,0.546196915570,0.508279293780,0.462568330480,0.409878025332,0.351087064913,0.287133159808,0.219004845703,0.147731397890,0.074371348538
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.419890869512,-0.486481637138,-0.536175593009,-0.571757775547,-0.594688783933,-0.605884310192,-0.606029794473,-0.595727901966,-0.575574084728,-0.546196915570,-0.508279293780,-0.462568330480,-0.409878025332,-0.351087064913,-0.287133159808,-0.219004845703,-0.147731397890,-0.074371348538
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
# constraint,power
# norm_sq,8.042477193190
# dEdt,1.000000000000
# lambda_max,0.993062606920
