A_re,0.855624209174,0.954915815767,0.998760049844,0.993054806871,0.942303620735,0.851141120695,0.724853524058,0.569513748486,0.391932150895,0.199504749549
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.855624209174,-0.954915815767,-0.998760049844,-0.993054806871,-0.942303620735,-0.851141120695,-0.724853524058,-0.569513748486,-0.391932150895,-0.199504749549
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.981076955650
