A_re,1.243353728042,1.285659955677,1.197984850485,0.999970295313,0.715083516869,0.371325413774
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.243353728042,-1.285659955677,-1.197984850485,-0.999970295313,-0.715083516869,-0.371325413774
M,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.957970462513
