A_re,0.793346152441,0.893159558440,0.945845794645,0.956605569723,0.929004342286,0.866415001944,0.772547571380,0.651636397899,0.508468202843,0.348323587066,0.176866351181
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.793346152441,-0.893159558440,-0.945845794645,-0.956605569723,-0.929004342286,-0.866415001944,-0.772547571380,-0.651636397899,-0.508468202843,-0.348323587066,-0.176866351181
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.983828601023
