A_re,0.422464193176,0.493162386550,0.549137401576,0.593337375839,0.627301016617,0.651942056878,0.667867685461,0.675529676931,0.675304004090,0.667535881393,0.652566458861,0.630749009952,0.602458706081,0.568098251000,0.528100706946,0.482930331387,0.433081951005,0.379079227049,0.321472061162,0.260833325202,0.197755056565,0.132844233212,0.066718224310
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.422464193176,-0.493162386550,-0.549137401576,-0.593337375839,-0.627301016617,-0.651942056878,-0.667867685461,-0.675529676931,-0.675304004090,-0.667535881393,-0.652566458861,-0.630749009952,-0.602458706081,-0.568098251000,-0.528100706946,-0.482930331387,-0.433081951005,-0.379079227049,-0.321472061162,-0.260833325202,-0.197755056565,-0.132844233212,-0.066718224310
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.995529479972
