A_re,0.692354153626,0.789195615332,0.850464042933,0.880560747022,0.882084922867,0.857112059872,0.807692957733,0.736067576249,0.644751700128,0.536557617701,0.414576272110,0.282134924378,0.142738496477
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.692354153626,-0.789195615332,-0.850464042933,-0.880560747022,-0.882084922867,-0.857112059872,-0.807692957733,-0.736067576249,-0.644751700128,-0.536557617701,-0.414576272110,-0.282134924378,-0.142738496477
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.987789427621
