A_re,0.273081084972,0.321313463338,0.361622069015,0.396054542112,0.425710856957,0.451250802658,0.473100769715,0.491552424274,0.506815169109,0.519046332599,0.528369624268,0.534886965576,0.538686365683,0.539847324196,0.538444625535,0.534551050870,0.528239339214,0.519583613248,0.508660413954,0.495549442682,0.480334079706,0.463101728602,0.443944022382,0.422956918070,0.400240699854,0.375899906340,0.350043194056,0.322783146906,0.294236039477,0.264521560742,0.233762503689,0.202084425643,0.169615283463,0.136485047330,0.102825296499,0.068768800122,0.034449086006
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000
B_im,-0.273081084972,-0.321313463338,-0.361622069015,-0.396054542112,-0.425710856957,-0.451250802658,-0.473100769715,-0.491552424274,-0.506815169109,-0.519046332599,-0.528369624268,-0.534886965576,-0.538686365683,-0.539847324196,-0.538444625535,-0.534551050870,-0.528239339214,-0.519583613248,-0.508660413954,-0.495549442682,-0.480334079706,-0.463101728602,-0.443944022382,-0.422956918070,-0.400240699854,-0.375899906340,-0.350043194056,-0.322783146906,-0.294236039477,-0.264521560742,-0.233762503689,-0.202084425643,-0.169615283463,-0.136485047330,-0.102825296499,-0.068768800122,-0.034449086006
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.998142622083
