A_re,0.458237937042,0.533624279980,0.592235664387,0.637211594111,0.670187168145,0.692143925035,0.703754723351,0.705546952842,0.697987985613,0.681532923188,0.656652214850,0.623847647047,0.583661144802,0.536678860353,0.483532009835,0.424895367537,0.361484014738,0.294048756592,0.223370509482,0.150253892319,0.075520211425
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.458237937042,-0.533624279980,-0.592235664387,-0.637211594111,-0.670187168145,-0.692143925035,-0.703754723351,-0.705546952842,-0.697987985613,-0.681532923188,-0.656652214850,-0.623847647047,-0.583661144802,-0.536678860353,-0.483532009835,-0.424895367537,-0.361484014738,-0.294048756592,-0.223370509482,-0.150253892319,-0.075520211425
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.994731189625
