A_re,1.014377521165,1.102744202387,1.109995988543,1.045085214298,0.916823467026,0.735472240772,0.513039132563,0.263041323622
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-1.014377521165,-1.102744202387,-1.109995988543,-1.045085214298,-0.916823467026,-0.735472240772,-0.513039132563,-0.263041323622
M,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.972926395771
