A_re,0.439626353561,0.512612119554,0.569913578762,0.614571596044,0.648171016017,0.671656966487,0.685666002904,0.690683077155,0.687124011195,0.675381914502,0.655854415036,0.628959861217,0.595146753434,0.554898773535,0.508736804074,0.457218797395,0.400938052436,0.340520279190,0.276619722694,0.209914551142,0.141101669819,0.070891094587
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.439626353561,-0.512612119554,-0.569913578762,-0.614571596044,-0.648171016017,-0.671656966487,-0.685666002904,-0.690683077155,-0.687124011195,-0.675381914502,-0.655854415036,-0.628959861217,-0.595146753434,-0.554898773535,-0.508736804074,-0.457218797395,-0.400938052436,-0.340520279190,-0.276619722694,-0.209914551142,-0.141101669819,-0.070891094587
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.995154946435
