A_re,0.650865807758,0.745262508636,0.808182409994,0.843772052442,0.854371508737,0.841719471168,0.807429999049,0.753204557873,0.680927493476,0.592702123033,0.490852825832,0.377905814376,0.256555673867,0.129622108286
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.650865807758,-0.745262508636,-0.808182409994,-0.843772052442,-0.854371508737,-0.841719471168,-0.807429999049,-0.753204557873,-0.680927493476,-0.592702123033,-0.490852825832,-0.377905814376,-0.256555673867,-0.129622108286
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15
# constraint,power
# norm_sq,12.566370614359
# dEdt,1.000000000000
# lambda_max,0.989243032156
