A_re,0.224510781500,0.265575543470,0.301029762927,0.332656406132,0.361447155228,0.388020383140,0.412792028813,0.436057427818,0.458034987422,0.478891427671,0.498757288763,0.517736932594,0.535915253782,0.553362333448,0.570136757433,0.586288039285,0.601858426483,0.616884271431,0.631397088849,0.645424382931,0.658990302690,0.672116167138,0.684820890543,0.697121330033,0.709032572180,0.720568171158,0.731740348085,0.742560159022,0.753037637415,0.763181915593,0.773001328936,0.782503505663,0.791695444558,0.800583582583,0.809173853912,0.817471741696,0.825482323609,0.833210312061,0.840660089836,0.847835741746,0.854741082857,0.861379683711,0.867754892929,0.873869857520,0.879727541171,0.885330740756,0.890682101271,0.895784129373,0.900639205677,0.905249595948,0.909617461303,0.913744867531,0.917633793612,0.921286139533,0.924703733447,0.927888338263,0.930841657700,0.933565341873,0.936060992437,0.938330167347,0.940374385253,0.942195129568,0.943793852240,0.945171977246,0.946330903836,0.947272009551,0.947996653021,0.948506176571,0.948801908650,0.948885166088,0.948757256203,0.948419478765,0.947873127826,0.947119493431,0.946159863209,0.944995523866,0.943627762572,0.942057868263,0.940287132847,0.938316852343,0.936148327935,0.933782866954,0.931221783807,0.928466400827,0.925518049079,0.922378069102,0.919047811606,0.915528638114,0.911821921565,0.907929046867,0.903851411416,0.899590425568,0.895147513084,0.890524111533,0.885721672664,0.880741662749,0.875585562893,0.870254869319,0.864751093623,0.859075763007,0.853230420481,0.847216625052,0.841035951883,0.834689992431,0.828180354567,0.821508662681,0.814676557756,0.807685697439,0.800537756082,0.793234424776,0.785777411364,0.778168440444,0.770409253349,0.762501608121,0.754447279469,0.746248058713,0.737905753719,0.729422188814,0.720799204702,0.712038658356,0.703142422909,0.694112387528,0.684950457283,0.675658553002,0.666238611121,0.656692583522,0.647022437360,0.637230154891,0.627317733279,0.617287184405,0.607140534666,0.596879824760,0.586507109477,0.576024457470,0.565433951025,0.554737685829,0.543937770721,0.533036327447,0.522035490402,0.510937406373,0.499744234269,0.488458144854,0.477081320464,0.465615954733,0.454064252298,0.442428428515,0.430710709161,0.418913330131,0.407038537136,0.395088585397,0.383065739329,0.370972272224,0.358810465936,0.346582610552,0.334291004070,0.321937952065,0.309525767359,0.297056769683,0.284533285336,0.271957646847,0.259332192627,0.246659266624,0.233941217971,0.221180400636,0.208379173066,0.195539897832,0.182664941269,0.169756673118,0.156817466160,0.143849695857,0.130855739982,0.117837978255,0.104798791972,0.091740563638,0.078665676594,0.065576514647,0.052475461693,0.039364901347,0.026247216569,0.013124789281
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.224510781500,-0.265575543470,-0.301029762927,-0.332656406132,-0.361447155228,-0.388020383140,-0.412792028813,-0.436057427818,-0.458034987422,-0.478891427671,-0.498757288763,-0.517736932594,-0.535915253782,-0.553362333448,-0.570136757433,-0.586288039285,-0.601858426483,-0.616884271431,-0.631397088849,-0.645424382931,-0.658990302690,-0.672116167138,-0.684820890543,-0.697121330033,-0.709032572180,-0.720568171158,-0.731740348085,-0.742560159022,-0.753037637415,-0.763181915593,-0.773001328936,-0.782503505663,-0.791695444558,-0.800583582583,-0.809173853912,-0.817471741696,-0.825482323609,-0.833210312061,-0.840660089836,-0.847835741746,-0.854741082857,-0.861379683711,-0.867754892929,-0.873869857520,-0.879727541171,-0.885330740756,-0.890682101271,-0.895784129373,-0.900639205677,-0.905249595948,-0.909617461303,-0.913744867531,-0.917633793612,-0.921286139533,-0.924703733447,-0.927888338263,-0.930841657700,-0.933565341873,-0.936060992437,-0.938330167347,-0.940374385253,-0.942195129568,-0.943793852240,-0.945171977246,-0.946330903836,-0.947272009551,-0.947996653021,-0.948506176571,-0.948801908650,-0.948885166088,-0.948757256203,-0.948419478765,-0.947873127826,-0.947119493431,-0.946159863209,-0.944995523866,-0.943627762572,-0.942057868263,-0.940287132847,-0.938316852344,-0.936148327935,-0.933782866954,-0.931221783807,-0.928466400827,-0.925518049079,-0.922378069102,-0.919047811606,-0.915528638114,-0.911821921565,-0.907929046867,-0.903851411416,-0.899590425568,-0.895147513084,-0.890524111533,-0.885721672664,-0.880741662749,-0.875585562893,-0.870254869319,-0.864751093623,-0.859075763007,-0.853230420481,-0.847216625052,-0.841035951883,-0.834689992431,-0.828180354567,-0.821508662681,-0.814676557756,-0.807685697439,-0.800537756082,-0.793234424776,-0.785777411364,-0.778168440444,-0.770409253349,-0.762501608121,-0.754447279469,-0.746248058713,-0.737905753719,-0.729422188814,-0.720799204702,-0.712038658356,-0.703142422909,-0.694112387528,-0.684950457283,-0.675658553002,-0.666238611121,-0.656692583522,-0.647022437360,-0.637230154891,-0.627317733279,-0.617287184405,-0.607140534666,-0.596879824760,-0.586507109477,-0.576024457470,-0.565433951025,-0.554737685829,-0.543937770721,-0.533036327447,-0.522035490402,-0.510937406373,-0.499744234269,-0.488458144854,-0.477081320464,-0.465615954733,-0.454064252298,-0.442428428515,-0.430710709161,-0.418913330131,-0.407038537136,-0.395088585397,-0.383065739329,-0.370972272224,-0.358810465936,-0.346582610552,-0.334291004070,-0.321937952065,-0.309525767359,-0.297056769683,-0.284533285336,-0.271957646847,-0.259332192627,-0.246659266624,-0.233941217971,-0.221180400636,-0.208379173066,-0.195539897832,-0.182664941269,-0.169756673118,-0.156817466160,-0.143849695857,-0.130855739982,-0.117837978255,-0.104798791972,-0.091740563638,-0.078665676594,-0.065576514647,-0.052475461693,-0.039364901347,-0.026247216569,-0.013124789281
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181
# constraint,norm
# norm_sq,181.000000000000
# dEdt,10.002446076261
# lambda_max,10.001577591040
