A_re,0.474874102727,0.558747752933,0.628842365876,0.688718683447,0.740289505000,0.784702170197,0.822698150408,0.854784638212,0.881325774371,0.902595144925,0.918807874438,0.930141199139,0.936748162477,0.938767010221,0.936327788668,0.929557060569,0.918581315363,0.903529448618,0.884534561205,0.861735249714,0.835276508196,0.805310327017,0.771996051324,0.735500545492,0.695998198620,0.653670798022,0.608707291866,0.561303457829,0.511661491498,0.459989525903,0.406501091798,0.351414526979,0.294952341908,0.237340548112,0.178807955217,0.119585442020,0.059905206574
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.474874102727,-0.558747752933,-0.628842365876,-0.688718683447,-0.740289505000,-0.784702170197,-0.822698150408,-0.854784638212,-0.881325774371,-0.902595144925,-0.918807874438,-0.930141199139,-0.936748162477,-0.938767010221,-0.936327788668,-0.929557060569,-0.918581315363,-0.903529448618,-0.884534561205,-0.861735249714,-0.835276508196,-0.805310327017,-0.771996051324,-0.735500545492,-0.695998198620,-0.653670798022,-0.608707291866,-0.561303457829,-0.511661491498,-0.459989525903,-0.406501091798,-0.351414526979,-0.294952341908,-0.237340548112,-0.178807955217,-0.119585442020,-0.059905206574
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38
# constraint,norm
# norm_sq,38.000000000000
# dEdt,2.099961054685
# lambda_max,2.096060633395
