A_re,0.410309850256,0.484012007322,0.546594771624,0.601217871147,0.649604957295,0.692806630479,0.731511789732,0.766196422206,0.797202835158,0.824785335253,0.849138220447,0.870413784085,0.888734359913,0.904200647316,0.916897624947,0.926898849558,0.934269642870,0.939069493752,0.941353894396,0.941175760196,0.938586537882,0.933637076401,0.926378314451,0.916861824320,0.905140241605,0.891267603151,0.875299610307,0.857293830698,0.837309848881,0.815409374024,0.791656311157,0.766116801231,0.738859234280,0.709954239196,0.679474653053,0.647495472404,0.614093788662,0.579348709315,0.543341266513,0.506154314391,0.467872416282,0.428581722903,0.388369842449,0.347325703466,0.305539411302,0.263102098864,0.220105772370,0.176643152746,0.132807513268,0.088692514042,0.044392033862
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,-0.410309850256,-0.484012007322,-0.546594771624,-0.601217871147,-0.649604957295,-0.692806630479,-0.731511789732,-0.766196422206,-0.797202835158,-0.824785335253,-0.849138220447,-0.870413784085,-0.888734359913,-0.904200647316,-0.916897624947,-0.926898849558,-0.934269642870,-0.939069493752,-0.941353894396,-0.941175760196,-0.938586537882,-0.933637076401,-0.926378314451,-0.916861824320,-0.905140241605,-0.891267603151,-0.875299610307,-0.857293830698,-0.837309848881,-0.815409374024,-0.791656311157,-0.766116801231,-0.738859234280,-0.709954239196,-0.679474653053,-0.647495472404,-0.614093788662,-0.579348709315,-0.543341266513,-0.506154314391,-0.467872416282,-0.428581722903,-0.388369842449,-0.347325703466,-0.305539411303,-0.263102098864,-0.220105772370,-0.176643152746,-0.132807513268,-0.088692514042,-0.044392033862
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
# constraint,norm
# norm_sq,52.000000000000
# dEdt,2.873630916937
# lambda_max,2.870724338044
