A_re,-0.752096057815,-0.852564945594,-0.911665320609,-0.934213117592,-0.923239527254,-0.881372489003,-0.811364068086,-0.716302169435,-0.599678973024,-0.465383359556,-0.317648095362,-0.160968117892
A_im,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_re,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_im,0.752096057815,0.852564945594,0.911665320609,0.934213117592,0.923239527254,0.881372489003,0.811364068086,0.716302169435,0.599678973024,0.465383359556,0.317648095362,0.160968117892
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13
# constraint,norm
# norm_sq,13.000000000000
# dEdt,0.718407729234
# lambda_max,0.708363033438
