A_re,0.645384175512,0.747736074020,0.824117093629,0.878807917382,0.914053527647,0.931261369038,0.931484982505,0.915650681537,0.884673692833,0.839520150632,0.781239690511,0.710980643450,0.629994150020,0.539630776408,0.441331810382,0.336616659326,0.227067348560,0.114310872045
A_im,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.645384175512,-0.747736074020,-0.824117093629,-0.878807917382,-0.914053527647,-0.931261369038,-0.931484982505,-0.915650681537,-0.884673692833,-0.839520150632,-0.781239690511,-0.710980643450,-0.629994150020,-0.539630776408,-0.441331810382,-0.336616659326,-0.227067348560,-0.114310872045
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
# constraint,norm
# norm_sq,19.000000000000
# dEdt,1.049980527342
# lambda_max,1.042696399698
