A_re,0.332183012280,0.392543040505,0.444344790571,0.490196283066,0.531537417830,0.569258120303,0.603950862020,0.636031487263,0.665803640042,0.693495959707,0.719284907440,0.743309470983,0.765681019345,0.786490127822,0.805811437892,0.823707201086,0.840229917001,0.855424332697,0.869328982307,0.881977389418,0.893399017940,0.903620032589,0.912663913272,0.920551955979,0.927303684505,0.932937191384,0.937469422083,0.940916413298,0.943293493831,0.944615454702,0.944896693789,0.944151339225,0.942393354966,0.939636631297,0.935895062541,0.931182613824,0.925513378431,0.918901627046,0.911361849917,0.902908792872,0.893557487914,0.883323279062,0.872221843969,0.860269211780,0.847481777658,0.833876314286,0.819469980685,0.804280328574,0.788325306533,0.771623262135,0.754192942255,0.736053491697,0.717224450269,0.697725748450,0.677577701744,0.656801003830,0.635416718584,0.613446271077,0.590911437600,0.567834334801,0.544237407983,0.520143418639,0.495575431253,0.470556799438,0.445111151449,0.419262375110,0.393034602212,0.366452192394,0.339539716577,0.312321939960,0.284823804622,0.257070411766,0.229087003623,0.200898945067,0.172531704944,0.144010837167,0.115361961589,0.086610744683,0.057782880064,0.028904068865
A_im,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.332183012280,-0.392543040505,-0.444344790571,-0.490196283066,-0.531537417830,-0.569258120303,-0.603950862020,-0.636031487263,-0.665803640042,-0.693495959707,-0.719284907440,-0.743309470983,-0.765681019345,-0.786490127822,-0.805811437892,-0.823707201086,-0.840229917001,-0.855424332697,-0.869328982307,-0.881977389418,-0.893399017940,-0.903620032589,-0.912663913272,-0.920551955979,-0.927303684505,-0.932937191384,-0.937469422083,-0.940916413298,-0.943293493831,-0.944615454702,-0.944896693789,-0.944151339225,-0.942393354966,-0.939636631297,-0.935895062541,-0.931182613824,-0.925513378431,-0.918901627046,-0.911361849917,-0.902908792872,-0.893557487914,-0.883323279062,-0.872221843969,-0.860269211780,-0.847481777658,-0.833876314286,-0.819469980685,-0.804280328574,-0.788325306533,-0.771623262135,-0.754192942255,-0.736053491697,-0.717224450269,-0.697725748450,-0.677577701744,-0.656801003830,-0.635416718584,-0.613446271077,-0.590911437600,-0.567834334801,-0.544237407983,-0.520143418639,-0.495575431253,-0.470556799438,-0.445111151449,-0.419262375110,-0.393034602212,-0.366452192394,-0.339539716577,-0.312321939960,-0.284823804623,-0.257070411766,-0.229087003623,-0.200898945067,-0.172531704944,-0.144010837167,-0.115361961589,-0.086610744683,-0.057782880064,-0.028904068865
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81
# constraint,norm
# norm_sq,81.000000000000
# dEdt,4.476232774460
# lambda_max,4.474330114593
