A_re,0.093253229698,0.110296444549,0.125000528470,0.138105025980,0.150020896609,0.161004115582,0.171226638074,0.180810379636,0.189845350171,0.198400132619,0.206528319790,0.214272665139,0.221667867440,0.228742501479,0.235520394380,0.242021630424,0.248263299922,0.254260067517,0.260024610397,0.265567961009,0.270899778529,0.276028566351,0.280961848162,0.285706311825,0.290267927974,0.294652048546,0.298863489232,0.302906598943,0.306785318699,0.310503231832,0.314063607035,0.317469435436,0.320723462695,0.323828216911,0.326786032979,0.329599073938,0.332269349748,0.334798733860,0.337188977892,0.339441724660,0.341558519784,0.343540822059,0.345390012736,0.347107403853,0.348694245738,0.350151733764,0.351481014457,0.352683191024,0.353759328369,0.354710457645,0.355537580398,0.356241672342,0.356823686807,0.357284557887,0.357625203315,0.357846527105,0.357949421966,0.357934771521,0.357803452344,0.357556335825,0.357194289898,0.356718180616,0.356128873608,0.355427235421,0.354614134745,0.353690443556,0.352657038152,0.351514800115,0.350264617196,0.348907384120,0.347444003336,0.345875385692,0.344202451065,0.342426128929,0.340547358877,0.338567091093,0.336486286783,0.334305918562,0.332026970809,0.329650439976,0.327177334870,0.324608676902,0.321945500305,0.319188852322,0.316339793367,0.313399397168,0.310368750872,0.307248955140,0.304041124215,0.300746385966,0.297365881922,0.293900767273,0.290352210872,0.286721395199,0.283009516326,0.279217783861,0.275347420870,0.271399663797,0.267375762363,0.263276979452,0.259104590991,0.254859885806,0.250544165485,0.246158744208,0.241704948587,0.237184117480,0.232597601809,0.227946764355,0.223232979557,0.218457633292,0.213622122656,0.208727855727,0.203776251329,0.198768738785,0.193706757666,0.188591757523,0.183425197629,0.178208546701,0.172943282623,0.167630892157,0.162272870659,0.156870721780,0.151425957163,0.145940096141,0.140414665424,0.134851198789,0.129251236751,0.123616326251,0.117948020322,0.112247877757,0.106517462781,0.100758344706,0.094972097596,0.089160299916,0.083324534193,0.077466386657,0.071587446898,0.065689307503,0.059773563704,0.053841813018,0.047895654883,0.041936690299,0.035966521460,0.029986751390,0.023998983573,0.018004821587,0.012005868731,0.006003727659
A_im,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000
B_re,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,-0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000,0.000000000000
B_im,-0.093253229698,-0.110296444549,-0.125000528470,-0.138105025980,-0.150020896609,-0.161004115582,-0.171226638074,-0.180810379636,-0.189845350171,-0.198400132619,-0.206528319790,-0.214272665139,-0.221667867440,-0.228742501479,-0.235520394380,-0.242021630424,-0.248263299922,-0.254260067517,-0.260024610397,-0.265567961009,-0.270899778529,-0.276028566351,-0.280961848162,-0.285706311825,-0.290267927974,-0.294652048546,-0.298863489232,-0.302906598943,-0.306785318699,-0.310503231832,-0.314063607035,-0.317469435436,-0.320723462695,-0.323828216911,-0.326786032979,-0.329599073938,-0.332269349748,-0.334798733860,-0.337188977892,-0.339441724660,-0.341558519784,-0.343540822059,-0.345390012736,-0.347107403853,-0.348694245738,-0.350151733764,-0.351481014457,-0.352683191024,-0.353759328369,-0.354710457645,-0.355537580398,-0.356241672342,-0.356823686807,-0.357284557887,-0.357625203315,-0.357846527105,-0.357949421966,-0.357934771521,-0.357803452344,-0.357556335825,-0.357194289898,-0.356718180616,-0.356128873608,-0.355427235421,-0.354614134745,-0.353690443556,-0.352657038152,-0.351514800115,-0.350264617196,-0.348907384120,-0.347444003336,-0.345875385692,-0.344202451065,-0.342426128929,-0.340547358877,-0.338567091093,-0.336486286783,-0.334305918562,-0.332026970809,-0.329650439976,-0.327177334870,-0.324608676902,-0.321945500305,-0.319188852322,-0.316339793367,-0.313399397168,-0.310368750872,-0.307248955140,-0.304041124215,-0.300746385966,-0.297365881922,-0.293900767273,-0.290352210872,-0.286721395199,-0.283009516326,-0.279217783861,-0.275347420870,-0.271399663797,-0.267375762363,-0.263276979452,-0.259104590991,-0.254859885806,-0.250544165485,-0.246158744208,-0.241704948587,-0.237184117480,-0.232597601809,-0.227946764355,-0.223232979557,-0.218457633292,-0.213622122656,-0.208727855727,-0.203776251329,-0.198768738785,-0.193706757666,-0.188591757523,-0.183425197629,-0.178208546701,-0.172943282623,-0.167630892157,-0.162272870659,-0.156870721780,-0.151425957163,-0.145940096141,-0.140414665424,-0.134851198789,-0.129251236751,-0.123616326251,-0.117948020322,-0.112247877757,-0.106517462781,-0.100758344706,-0.094972097596,-0.089160299916,-0.083324534193,-0.077466386657,-0.071587446898,-0.065689307503,-0.059773563704,-0.053841813018,-0.047895654883,-0.041936690299,-0.035966521460,-0.029986751390,-0.023998983573,-0.018004821587,-0.012005868731,-0.006003727659
M,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2
L,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149
# constraint,power
# norm_sq,21.237166338267
# dEdt,1.000000000000
# lambda_max,0.999872317898
